source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	dorothea_level
P04637	Q86VQ0	TP53	LCA5	True	False	False	False	False	False	D
P04637	Q5T753	TP53	LCE1E	True	False	False	False	False	False	C
P04637	Q5TCM9	TP53	LCE5A	True	False	False	False	False	False	D
P04637	O15165	TP53	LDLRAD4	True	False	False	False	False	False	C
P04637	Q8N145	TP53	LGI3	True	False	False	False	False	False	D
P04637	Q9HBX8	TP53	LGR6	True	False	False	False	False	False	D
P04637	Q6ZUX7	TP53	LHFPL2	True	False	False	False	False	False	D
P04637	Q68G74	TP53	LHX8	True	False	False	False	False	False	D
P04637	P49916	TP53	LIG3	True	False	False	False	False	False	D
P04637	Q9UPQ0	TP53	LIMCH1	True	False	False	False	False	False	C
P04637	O14910	TP53	LIN7A	True	False	False	False	False	False	D
P04637	Q9H8W2	TP53	LINC00472	True	False	False	False	False	False	D
P04637	Q9P2X8	TP53	LINC00474	True	False	False	False	False	False	B
P04637	Q8WZB0	TP53	ERCC6L2-AS1	True	False	False	False	False	False	D
P04637	Q8N0U6	TP53	LINC00518	True	False	False	False	False	False	D
P04637	Q9Y4M8	TP53	LINC00588	True	False	False	False	False	False	D
P04637	A4QN01	TP53	LINC01553	True	False	False	False	False	False	D
P04637	Q495D7	TP53	LINC01559	True	False	False	False	False	False	D
P04637	Q86X59	TP53	LINC02875	True	False	False	False	False	False	D
P04637	Q7L985	TP53	LINGO2	True	False	False	False	False	False	D
P04637	Q8N9Z9	TP53	LMNTD1	True	False	False	False	False	False	D
P04637	A1A4G5	TP53	LNP1	True	False	False	False	False	False	D
P04637	Q8IVV2	TP53	LOXHD1	True	False	False	False	False	False	D
P04637	O60711	TP53	LPXN	True	False	False	False	False	False	D
P04637	Q96KN4	TP53	LRATD1	True	False	False	False	False	False	D
P04637	Q96KN1	TP53	LRATD2	True	False	False	False	False	False	D
P04637	Q9ULH4	TP53	LRFN2	True	False	False	False	False	False	D
P04637	Q6UXM1	TP53	LRIG3	True	False	False	False	False	False	B
P04637	Q9H2I8	TP53	LRMDA	True	False	False	False	False	False	D
P04637	Q9Y561	TP53	LRP12	True	False	False	False	False	False	D
P04637	O75197	TP53	LRP5	True	False	False	False	False	False	D
P04637	Q9BTT6	TP53	LRRC1	True	False	False	False	False	False	D
P04637	Q9BYS8	TP53	LRRC2	True	False	False	False	False	False	D
P04637	Q9C0I9	TP53	LRRC27	True	False	False	False	False	False	D
P04637	Q86X40	TP53	LRRC28	True	False	False	False	False	False	D
P04637	Q8IUZ0	TP53	LRRC49	True	False	False	False	False	False	D
P04637	Q9HCJ2	TP53	LRRC4C	True	False	False	False	False	False	D
P04637	Q68CR7	TP53	LRRC66	True	False	False	False	False	False	D
P04637	Q96NW7	TP53	LRRC7	True	False	False	False	False	False	D
P04637	A6PVS8	TP53	LRRIQ3	True	False	False	False	False	False	D
P04637	Q86VH4	TP53	LRRTM4	True	False	False	False	False	False	D
P04637	Q13449	TP53	LSAMP	True	False	False	False	False	False	D
P04637	P62310	TP53	LSM3	True	False	False	False	False	False	D
P04637	Q14766	TP53	LTBP1	True	False	False	False	False	False	D
P04637	Q8N2S1	TP53	LTBP4	True	False	False	False	False	False	D
P04637	Q8IV03	TP53	LURAP1L	True	False	False	False	False	False	D
P04637	O94772	TP53	LY6H	True	False	False	False	False	False	D
P04637	Q9HBG7	TP53	LY9	True	False	False	False	False	False	D
P04637	Q99698	TP53	LYST	True	False	False	False	False	False	D
P04637	Q6UWQ5	TP53	LYZL1	True	False	False	False	False	False	D
P04637	Q9Y250	TP53	LZTS1	True	False	False	False	False	False	D
P04637	Q9UPN3	TP53	MACF1	True	False	False	False	False	False	B
P04637	O94854	TP53	MACF1	True	False	False	False	False	False	B
P04637	A1Z1Q3	TP53	MACROD2	True	False	False	False	False	False	D
P04637	Q96JY0	TP53	MAEL	True	False	False	False	False	False	D
P04637	Q86UL8	TP53	MAGI2	True	False	False	False	False	False	B
P04637	P33908	TP53	MAN1A1	True	False	False	False	False	False	D
P04637	O00462	TP53	MANBA	True	False	False	False	False	False	D
P04637	Q5SRI9	TP53	MANEA	True	False	False	False	False	False	D
P04637	P78559	TP53	MAP1A	True	False	False	False	False	False	D
P04637	P56192	TP53	MARS1	True	False	False	False	False	False	D
P04637	P52564	TP53	MAP2K6	True	False	False	False	False	False	C
P04637	P80192	TP53	MAP3K9	True	False	False	False	False	False	C
P04637	Q8IVH8	TP53	MAP4K3	True	False	False	False	False	False	D
P04637	Q14244	TP53	MAP7	True	False	False	False	False	False	D
P04637	P31152	TP53	MAPK4	True	False	False	False	False	False	D
P04637	Q16659	TP53	MAPK6	True	False	False	False	False	False	D
P04637	O60336	TP53	MAPKBP1	True	False	False	False	False	False	D
P04637	Q8NA82	TP53	MARCHF10	True	False	False	False	False	False	B
P04637	Q7KZI7	TP53	MARK2	True	False	False	False	False	False	D
P04637	Q6P0Q8	TP53	MAST2	True	False	False	False	False	False	C
P04637	O15021	TP53	MAST4	True	False	False	False	False	False	B
P04637	P21941	TP53	MATN1	True	False	False	False	False	False	D
P04637	O95243	TP53	MBD4	True	False	False	False	False	False	D
P04637	P11226	TP53	MBL2	True	False	False	False	False	False	D
P04637	Q6ZNC8	TP53	MBOAT1	True	False	False	False	False	False	D
P04637	Q8IVS2	TP53	MCAT	True	False	False	False	False	False	C
P04637	O15068	TP53	MCF2L	True	False	False	False	False	False	D
P04637	Q969V1	TP53	MCHR2	True	False	False	False	False	False	D
P04637	Q8NEM0	TP53	MCPH1	True	False	False	False	False	False	D
P04637	Q6DN12	TP53	MCTP2	True	False	False	False	False	False	D
P04637	Q8NDY4	TP53	MDS2	True	False	False	False	False	False	B
P04637	Q96RN5	TP53	MED15	True	False	False	False	False	False	D
P04637	Q9BUE0	TP53	MED18	True	False	False	False	False	False	D
P04637	Q9NPJ6	TP53	MED4	True	False	False	False	False	False	B
P04637	A6BM72	TP53	MEGF11	True	False	False	False	False	False	D
P04637	Q8N635	TP53	MEIOB	True	False	False	False	False	False	D
P04637	Q16819	TP53	MEP1A	True	False	False	False	False	False	D
P04637	Q12866	TP53	MERTK	True	False	False	False	False	False	D
P04637	Q641Q3	TP53	METRNL	True	False	False	False	False	False	D
P04637	A6NJ78	TP53	METTL15	True	False	False	False	False	False	D
P04637	Q8N3J2	TP53	METTL4	True	False	False	False	False	False	D
P04637	Q9H8H3	TP53	TMT1A	True	False	False	False	False	False	D
P04637	Q9H825	TP53	METTL8	True	False	False	False	False	False	B
P04637	Q6ZN04	TP53	MEX3B	True	False	False	False	False	False	D
P04637	Q8NA29	TP53	MFSD2A	True	False	False	False	False	False	D
P04637	O60291	TP53	MGRN1	True	False	False	False	False	False	B
P04637	O94851	TP53	MICAL2	True	False	False	False	False	False	B
P04637	Q7RTP6	TP53	MICAL3	True	False	False	False	False	False	D
P04637	O15344	TP53	MID1	True	False	False	False	False	False	D
P04637	Q8N108	TP53	MIER1	True	False	False	False	False	False	D
P04637	Q7Z3K6	TP53	MIER3	True	False	False	False	False	False	D
P04637	Q9UPX6	TP53	MINAR1	True	False	False	False	False	False	D
P04637	Q99797	TP53	MIPEP	True	False	False	False	False	False	D
P04637	Q9NYP9	TP53	MIS18A	True	False	False	False	False	False	D
P04637	Q9UL63	TP53	MKLN1	True	False	False	False	False	False	D
P04637	Q9HBH9	TP53	MKNK2	True	False	False	False	False	False	D
P04637	P42568	TP53	MLLT3	True	False	False	False	False	False	D
P04637	Q96EY8	TP53	MMAB	True	False	False	False	False	False	D
P04637	Q10571	TP53	MN1	True	False	False	False	False	False	D
P04637	Q9H8S9	TP53	MOB1A	True	False	False	False	False	False	D
P04637	Q86TA1	TP53	MOB3B	True	False	False	False	False	False	D
P04637	O96033	TP53	MOCS2	True	False	False	False	False	False	D
P04637	O96007	TP53	MOCS2	True	False	False	False	False	False	D
P04637	Q9HCE1	TP53	MOV10	True	False	False	False	False	False	D
P04637	Q14168	TP53	MPP2	True	False	False	False	False	False	D
P04637	Q5T2T1	TP53	MPP7	True	False	False	False	False	False	D
P04637	O14807	TP53	MRAS	True	False	False	False	False	False	D
P04637	Q9UI43	TP53	MRM2	True	False	False	False	False	False	D
P04637	Q7Z745	TP53	MROH2B	True	False	False	False	False	False	D
P04637	Q9BYD1	TP53	MRPL13	True	False	False	False	False	False	D
P04637	Q9H9J2	TP53	MRPL44	True	False	False	False	False	False	D
P04637	P82650	TP53	MRPS22	True	False	False	False	False	False	D
P04637	Q9NP92	TP53	MRPS30	True	False	False	False	False	False	D
P04637	Q969V6	TP53	MRTFA	True	False	False	False	False	False	D
P04637	Q9ULH7	TP53	MRTFB	True	False	False	False	False	False	D
P04637	Q5J8X5	TP53	MS4A13	True	False	False	False	False	False	D
P04637	Q96JQ5	TP53	MS4A4A	True	False	False	False	False	False	D
P04637	A6NI15	TP53	MSGN1	True	False	False	False	False	False	B
P04637	O15457	TP53	MSH4	True	False	False	False	False	False	D
P04637	Q9Y4B5	TP53	MTCL1	True	False	False	False	False	False	D
P04637	Q99551	TP53	MTERF1	True	False	False	False	False	False	D
P04637	Q96DP5	TP53	MTFMT	True	False	False	False	False	False	D
P04637	Q6UB35	TP53	MTHFD1L	True	False	False	False	False	False	B
P04637	Q9H903	TP53	MTHFD2L	True	False	False	False	False	False	D
P04637	Q9H2K0	TP53	MTIF3	True	False	False	False	False	False	D
P04637	Q13615	TP53	MTMR3	True	False	False	False	False	False	D
P04637	Q9NVV4	TP53	MTPAP	True	False	False	False	False	False	D
P04637	O43312	TP53	MTSS1	True	False	False	False	False	False	D
P04637	Q8N3F0	TP53	MTURN	True	False	False	False	False	False	D
P04637	Q5HYI7	TP53	MTX3	True	False	False	False	False	False	D
P04637	Q7Z5P9	TP53	MUC19	True	False	False	False	False	False	D
P04637	Q9H7P6	TP53	MVB12B	True	False	False	False	False	False	C
P04637	P20592	TP53	MX2	True	False	False	False	False	False	D
P04637	P50539	TP53	MXI1	True	False	False	False	False	False	D
P04637	P84157	TP53	MXRA7	True	False	False	False	False	False	D
P04637	P10243	TP53	MYBL1	True	False	False	False	False	False	D
P04637	Q96EZ4	TP53	MYEOV	True	False	False	False	False	False	B
P04637	P35580	TP53	MYH10	True	False	False	False	False	False	D
P04637	Q9UKX3	TP53	MYH13	True	False	False	False	False	False	C
P04637	Q9H6N6	TP53	MYH16	True	False	False	False	False	False	D
P04637	O14950	TP53	MYL12B	True	False	False	False	False	False	D
P04637	Q15746	TP53	MYLK	True	False	False	False	False	False	D
P04637	Q9Y6X6	TP53	MYO16	True	False	False	False	False	False	D
P04637	Q9UBC5	TP53	MYO1A	True	False	False	False	False	False	D
P04637	O94832	TP53	MYO1D	True	False	False	False	False	False	D
P04637	Q8WXR4	TP53	MYO3B	True	False	False	False	False	False	B
P04637	Q9Y4I1	TP53	MYO5A	True	False	False	False	False	False	C
P04637	Q6PIF6	TP53	MYO7B	True	False	False	False	False	False	D
P04637	P54296	TP53	MYOM2	True	False	False	False	False	False	C
P04637	Q86TC9	TP53	MYPN	True	False	False	False	False	False	D
P04637	Q96LU7	TP53	MYRFL	True	False	False	False	False	False	D
P04637	Q8NFW9	TP53	MYRIP	True	False	False	False	False	False	D
P04637	Q13506	TP53	NAB1	True	False	False	False	False	False	D
P04637	Q96AH0	TP53	NABP1	True	False	False	False	False	False	D
P04637	P54920	TP53	NAPA	True	False	False	False	False	False	D
P04637	Q99747	TP53	NAPG	True	False	False	False	False	False	D
P04637	Q9UHQ1	TP53	NARF	True	False	False	False	False	False	D
P04637	Q8NEY1	TP53	NAV1	True	False	False	False	False	False	D
P04637	Q8IVL1	TP53	NAV2	True	False	False	False	False	False	D
P04637	Q8IVL0	TP53	NAV3	True	False	False	False	False	False	B
P04637	Q8NFP9	TP53	NBEA	True	False	False	False	False	False	C
P04637	Q3BBV0	TP53	NBPF1	True	False	False	False	False	False	D
P04637	Q6P3W6	TP53	NBPF10	True	False	False	False	False	False	D
P04637	Q15021	TP53	NCAPD2	True	False	False	False	False	False	D
P04637	Q15003	TP53	NCAPH	True	False	False	False	False	False	D
P04637	Q6PIU2	TP53	NCEH1	True	False	False	False	False	False	D
P04637	O43639	TP53	NCK2	True	False	False	False	False	False	D
P04637	O14513	TP53	NCKAP5	True	False	False	False	False	False	D
P04637	Q15596	TP53	NCOA2	True	False	False	False	False	False	D
P04637	O14777	TP53	NDC80	True	False	False	False	False	False	D
P04637	Q9NXR1	TP53	NDE1	True	False	False	False	False	False	D
P04637	P52848	TP53	NDST1	True	False	False	False	False	False	B
P04637	Q5TEU4	TP53	NDUFAF5	True	False	False	False	False	False	D
P04637	Q330K2	TP53	NDUFAF6	True	False	False	False	False	False	D
P04637	A1L188	TP53	NDUFAF8	True	False	False	False	False	False	D
P04637	O75380	TP53	NDUFS6	True	False	False	False	False	False	D
P04637	P19404	TP53	NDUFV2	True	False	False	False	False	False	D
P04637	O76041	TP53	NEBL	True	False	False	False	False	False	D
P04637	Q15223	TP53	NECTIN1	True	False	False	False	False	False	B
P04637	Q9NQS3	TP53	NECTIN3	True	False	False	False	False	False	D
P04637	Q96NY8	TP53	NECTIN4	True	False	False	False	False	False	D
P04637	P46934	TP53	NEDD4	True	False	False	False	False	False	D
P04637	P12036	TP53	NEFH	True	False	False	False	False	False	D
P04637	P07196	TP53	NEFL	True	False	False	False	False	False	D
P04637	Q7Z3B1	TP53	NEGR1	True	False	False	False	False	False	D
P04637	Q6ZWH5	TP53	NEK10	True	False	False	False	False	False	C
P04637	Q86SG6	TP53	NEK8	True	False	False	False	False	False	D
P04637	Q92832	TP53	NELL1	True	False	False	False	False	False	D
P04637	Q99435	TP53	NELL2	True	False	False	False	False	False	D
P04637	O60524	TP53	NEMF	True	False	False	False	False	False	D
P04637	Q9UMX5	TP53	NENF	True	False	False	False	False	False	D
P04637	A8MQ27	TP53	NEURL1B	True	False	False	False	False	False	D
P04637	Q96NK8	TP53	NEUROD6	True	False	False	False	False	False	D
P04637	P35240	TP53	NF2	True	False	False	False	False	False	D
P04637	Q9Y697	TP53	NFS1	True	False	False	False	False	False	D
P04637	Q12986	TP53	NFX1	True	False	False	False	False	False	D
P04637	Q6VVB1	TP53	NHLRC1	True	False	False	False	False	False	D
P04637	Q6T4R5	TP53	NHS	True	False	False	False	False	False	D
P04637	Q96TA1	TP53	NIBAN2	True	False	False	False	False	False	D
P04637	Q6P499	TP53	NIPAL3	True	False	False	False	False	False	D
P04637	Q8IVV8	TP53	NKAIN4	True	False	False	False	False	False	D
P04637	Q9UD57	TP53	NKX1-2	True	False	False	False	False	False	D
P04637	Q8N2Q7	TP53	NLGN1	True	False	False	False	False	False	D
P04637	Q86W25	TP53	NLRP13	True	False	False	False	False	False	D
P04637	P59044	TP53	NLRP6	True	False	False	False	False	False	D
P04637	Q96T66	TP53	NMNAT3	True	False	False	False	False	False	D
P04637	O60551	TP53	NMT2	True	False	False	False	False	False	D
P04637	Q9GZQ4	TP53	NMUR2	True	False	False	False	False	False	D
P04637	Q9Y239	TP53	NOD1	True	False	False	False	False	False	D
P04637	O75052	TP53	NOS1AP	True	False	False	False	False	False	D
P04637	Q8IXF0	TP53	NPAS3	True	False	False	False	False	False	D
P04637	Q8IUM7	TP53	NPAS4	True	False	False	False	False	False	D
P04637	Q9Y5X5	TP53	NPFFR2	True	False	False	False	False	False	C
P04637	O15259	TP53	NPHP1	True	False	False	False	False	False	D
P04637	Q7Z494	TP53	NPHP3	True	False	False	False	False	False	D
P04637	Q9BXD5	TP53	NPL	True	False	False	False	False	False	D
P04637	P17342	TP53	NPR3	True	False	False	False	False	False	D
P04637	Q6W5P4	TP53	NPSR1	True	False	False	False	False	False	D
P04637	O43847	TP53	NRDC	True	False	False	False	False	False	D
P04637	P56975	TP53	NRG3	True	False	False	False	False	False	D
P04637	Q9NPD7	TP53	NRN1	True	False	False	False	False	False	D
P04637	O14786	TP53	NRP1	True	False	False	False	False	False	D
P04637	P58400	TP53	NRXN1	True	False	False	False	False	False	B
P04637	Q9ULB1	TP53	NRXN1	True	False	False	False	False	False	B
P04637	Q9Y4C0	TP53	NRXN3	True	False	False	False	False	False	D
P04637	Q9HDB5	TP53	NRXN3	True	False	False	False	False	False	D
P04637	Q96L73	TP53	NSD1	True	False	False	False	False	False	D
P04637	Q96MF7	TP53	NSMCE2	True	False	False	False	False	False	D
P04637	Q96CB9	TP53	NSUN4	True	False	False	False	False	False	D
P04637	Q96P26	TP53	NT5C1B	True	False	False	False	False	False	D
P04637	Q86YG4	TP53	NT5DC4	True	False	False	False	False	False	D
P04637	Q9NPB1	TP53	NT5M	True	False	False	False	False	False	D
P04637	Q96HA8	TP53	NTAQ1	True	False	False	False	False	False	D
P04637	Q9P121	TP53	NTM	True	False	False	False	False	False	B
P04637	Q9Y2I2	TP53	NTNG1	True	False	False	False	False	False	D
P04637	Q9BSD7	TP53	NTPCR	True	False	False	False	False	False	D
P04637	P80303	TP53	NUCB2	True	False	False	False	False	False	D
P04637	Q149M9	TP53	NWD1	True	False	False	False	False	False	D
P04637	Q6DKJ4	TP53	NXN	True	False	False	False	False	False	B
P04637	Q96CM4	TP53	NXNL1	True	False	False	False	False	False	D
P04637	Q5VZ03	TP53	NXNL2	True	False	False	False	False	False	D
P04637	Q9P242	TP53	NYAP2	True	False	False	False	False	False	D
P04637	Q02509	TP53	OC90	True	False	False	False	False	False	D
P04637	Q04671	TP53	OCA2	True	False	False	False	False	False	D
P04637	Q9NTK5	TP53	OLA1	True	False	False	False	False	False	D
P04637	Q99784	TP53	OLFM1	True	False	False	False	False	False	D
P04637	P41145	TP53	OPRK1	True	False	False	False	False	False	D
P04637	Q9Y4A9	TP53	OR10H1	True	False	False	False	False	False	D
P04637	Q8NGA5	TP53	OR10H4	True	False	False	False	False	False	D
P04637	Q8NGA1	TP53	OR1M1	True	False	False	False	False	False	D
P04637	Q8NGS0	TP53	OR1N1	True	False	False	False	False	False	D
P04637	Q8NGR9	TP53	OR1N2	True	False	False	False	False	False	D
P04637	Q8NGZ5	TP53	OR2G2	True	False	False	False	False	False	D
P04637	Q8NGK3	TP53	OR52K2	True	False	False	False	False	False	D
P04637	Q8NHB7	TP53	OR5K1	True	False	False	False	False	False	D
P04637	O95222	TP53	OR6A2	True	False	False	False	False	False	D
P04637	Q9BRQ5	TP53	ORAI3	True	False	False	False	False	False	D
P04637	Q9H4L5	TP53	OSBPL3	True	False	False	False	False	False	B
P04637	Q96SU4	TP53	OSBPL9	True	False	False	False	False	False	D
P04637	Q9NX31	TP53	OSER1	True	False	False	False	False	False	D
P04637	Q9NRC9	TP53	OTOR	True	False	False	False	False	False	D
P04637	Q96BN8	TP53	OTULIN	True	False	False	False	False	False	D
P04637	P51575	TP53	P2RX1	True	False	False	False	False	False	D
P04637	Q9UBL9	TP53	P2RX2	True	False	False	False	False	False	D
P04637	P56373	TP53	P2RX3	True	False	False	False	False	False	D
P04637	Q99571	TP53	P2RX4	True	False	False	False	False	False	D
P04637	Q93086	TP53	P2RX5	True	False	False	False	False	False	D
P04637	P41231	TP53	P2RY2	True	False	False	False	False	False	D
P04637	Q8IVL5	TP53	P3H2	True	False	False	False	False	False	B
P04637	Q9UNF0	TP53	PACSIN2	True	False	False	False	False	False	D
P04637	Q9BTK6	TP53	PAGR1	True	False	False	False	False	False	D
P04637	Q9NWT1	TP53	PAK1IP1	True	False	False	False	False	False	D
P04637	Q8WX93	TP53	PALLD	True	False	False	False	False	False	B
P04637	Q9BZ23	TP53	PANK2	True	False	False	False	False	False	B
P04637	Q9BWT3	TP53	PAPOLG	True	False	False	False	False	False	D
P04637	Q8TEW8	TP53	PARD3B	True	False	False	False	False	False	D
P04637	Q6UWI2	TP53	PARM1	True	False	False	False	False	False	D
P04637	Q8N5Y8	TP53	PARP16	True	False	False	False	False	False	D
P04637	Q8IV76	TP53	PASD1	True	False	False	False	False	False	D
P04637	Q8NI35	TP53	PATJ	True	False	False	False	False	False	D
P04637	A6NGG8	TP53	PCARE	True	False	False	False	False	False	D
P04637	P57721	TP53	PCBP3	True	False	False	False	False	False	B
P04637	Q08174	TP53	PCDH1	True	False	False	False	False	False	D
P04637	Q8N6Y1	TP53	PCDH20	True	False	False	False	False	False	D
P04637	Q9UN72	TP53	PCDHA7	True	False	False	False	False	False	D
P04637	Q96HM7	TP53	PCED1B	True	False	False	False	False	False	D
P04637	Q86SE9	TP53	PCGF5	True	False	False	False	False	False	D
P04637	Q96MG8	TP53	PCMTD1	True	False	False	False	False	False	D
P04637	Q9NV79	TP53	PCMTD2	True	False	False	False	False	False	D
P04637	Q8WW12	TP53	PCNP	True	False	False	False	False	False	D
P04637	Q96RV3	TP53	PCNX1	True	False	False	False	False	False	B
P04637	A6NKB5	TP53	PCNX2	True	False	False	False	False	False	D
P04637	P16519	TP53	PCSK2	True	False	False	False	False	False	D
P04637	Q8WUM4	TP53	PDCD6IP	True	False	False	False	False	False	D
P04637	Q9Y233	TP53	PDE10A	True	False	False	False	False	False	D
P04637	Q14432	TP53	PDE3A	True	False	False	False	False	False	D
P04637	Q07343	TP53	PDE4B	True	False	False	False	False	False	D
P04637	Q9NP56	TP53	PDE7B	True	False	False	False	False	False	D
P04637	Q9NRA1	TP53	PDGFC	True	False	False	False	False	False	B
P04637	O00151	TP53	PDLIM1	True	False	False	False	False	False	D
P04637	Q96HC4	TP53	PDLIM5	True	False	False	False	False	False	D
P04637	Q86YH6	TP53	PDSS2	True	False	False	False	False	False	D
P04637	O00764	TP53	PDXK	True	False	False	False	False	False	D
P04637	Q8IXQ8	TP53	PDZD9	True	False	False	False	False	False	D
P04637	Q96S96	TP53	PEBP4	True	False	False	False	False	False	D
P04637	A5PLL7	TP53	PEDS1	True	False	False	False	False	False	D
P04637	Q9UBM1	TP53	PEMT	True	False	False	False	False	False	D
P04637	O96011	TP53	PEX11B	True	False	False	False	False	False	D
P04637	P28328	TP53	PEX2	True	False	False	False	False	False	D
P04637	Q8IYB4	TP53	PEX5L	True	False	False	False	False	False	D
P04637	Q9NXJ5	TP53	PGPEP1	True	False	False	False	False	False	B
P04637	Q9C0D0	TP53	PHACTR1	True	False	False	False	False	False	D
P04637	Q8IZ21	TP53	PHACTR4	True	False	False	False	False	False	B
P04637	O94880	TP53	PHF14	True	False	False	False	False	False	D
P04637	Q96EK2	TP53	PHF21B	True	False	False	False	False	False	D
P04637	Q6UXB8	TP53	PI16	True	False	False	False	False	False	D
P04637	Q9BTU6	TP53	PI4K2A	True	False	False	False	False	False	C
P04637	Q7Z2X4	TP53	PID1	True	False	False	False	False	False	D
P04637	Q9H5I5	TP53	PIEZO2	True	False	False	False	False	False	D
P04637	Q9H490	TP53	PIGU	True	False	False	False	False	False	D
P04637	O00443	TP53	PIK3C2A	True	False	False	False	False	False	D
P04637	O75747	TP53	PIK3C2G	True	False	False	False	False	False	D
P04637	Q86V86	TP53	PIM3	True	False	False	False	False	False	D
P04637	Q9BSJ6	TP53	PIMREG	True	False	False	False	False	False	D
P04637	O14986	TP53	PIP5K1B	True	False	False	False	False	False	D
P04637	Q9BZ72	TP53	PITPNM2	True	False	False	False	False	False	D
P04637	O43164	TP53	PJA2	True	False	False	False	False	False	D
P04637	P61925	TP53	PKIA	True	False	False	False	False	False	D
P04637	Q9Y2B9	TP53	PKIG	True	False	False	False	False	False	D
P04637	Q16513	TP53	PKN2	True	False	False	False	False	False	D
P04637	Q9BZM2	TP53	PLA2G2F	True	False	False	False	False	False	D
P04637	Q9HDD0	TP53	PLAAT1	True	False	False	False	False	False	D
P04637	Q9NWW9	TP53	PLAAT2	True	False	False	False	False	False	D
P04637	Q6P1J6	TP53	PLB1	True	False	False	False	False	False	B
P04637	Q8N3E9	TP53	PLCD3	True	False	False	False	False	False	D
P04637	P16885	TP53	PLCG2	True	False	False	False	False	False	B
P04637	Q4KWH8	TP53	PLCH1	True	False	False	False	False	False	D
P04637	Q15111	TP53	PLCL1	True	False	False	False	False	False	D
P04637	Q13393	TP53	PLD1	True	False	False	False	False	False	B
P04637	Q8N7P1	TP53	PLD5	True	False	False	False	False	False	D
P04637	Q15149	TP53	PLEC	True	False	False	False	False	False	D
P04637	Q9HB21	TP53	PLEKHA1	True	False	False	False	False	False	D
P04637	Q96S99	TP53	PLEKHF1	True	False	False	False	False	False	D
P04637	A1L390	TP53	PLEKHG3	True	False	False	False	False	False	D
P04637	Q96PX9	TP53	PLEKHG4B	True	False	False	False	False	False	D
P04637	Q6ZR37	TP53	PLEKHG7	True	False	False	False	False	False	D
P04637	Q6ZWE6	TP53	PLEKHM3	True	False	False	False	False	False	D
P04637	Q9Y342	TP53	PLLP	True	False	False	False	False	False	D
P04637	O14495	TP53	PLPP3	True	False	False	False	False	False	D
P04637	Q5VZY2	TP53	PLPP4	True	False	False	False	False	False	D
P04637	Q8TBJ4	TP53	PLPPR1	True	False	False	False	False	False	D
P04637	A0PG75	TP53	PLSCR5	True	False	False	False	False	False	D
P04637	Q8IUK5	TP53	PLXDC1	True	False	False	False	False	False	D
P04637	Q9HCM2	TP53	PLXNA4	True	False	False	False	False	False	D
P04637	O43157	TP53	PLXNB1	True	False	False	False	False	False	D
P04637	O15031	TP53	PLXNB2	True	False	False	False	False	False	B
P04637	Q13401	TP53	PMS2P3	True	False	False	False	False	False	D
P04637	Q8N490	TP53	PNKD	True	False	False	False	False	False	D
P04637	P54317	TP53	PNLIPRP2	True	False	False	False	False	False	D
P04637	Q8WVV4	TP53	POF1B	True	False	False	False	False	False	D
P04637	Q7Z3K3	TP53	POGZ	True	False	False	False	False	False	D
P04637	P0CAP2	TP53	POLR2M	True	False	False	False	False	False	D
P04637	Q6EEV4	TP53	POLR2M	True	False	False	False	False	False	D
P04637	Q15166	TP53	PON3	True	False	False	False	False	False	D
P04637	Q9HBU9	TP53	POPDC2	True	False	False	False	False	False	D
P04637	B2RU33	TP53	POTEC	True	False	False	False	False	False	D
P04637	Q9BYX7	TP53	POTEKP	True	False	False	False	False	False	D
P04637	Q8WWR9	TP53	PPDPFL	True	False	False	False	False	False	D
P04637	O14829	TP53	PPEF1	True	False	False	False	False	False	D
P04637	O14830	TP53	PPEF2	True	False	False	False	False	False	D
P04637	Q86W92	TP53	PPFIBP1	True	False	False	False	False	False	D
P04637	O60437	TP53	PPL	True	False	False	False	False	False	B
P04637	Q8TAE6	TP53	PPP1R14C	True	False	False	False	False	False	D
P04637	Q15435	TP53	PPP1R7	True	False	False	False	False	False	D
P04637	Q66LE6	TP53	PPP2R2D	True	False	False	False	False	False	D
P04637	Q06190	TP53	PPP2R3A	True	False	False	False	False	False	C
P04637	Q6IN85	TP53	PPP4R3A	True	False	False	False	False	False	B
P04637	Q6ZMV5	TP53	PPP4R3C	True	False	False	False	False	False	D
P04637	Q86YV5	TP53	PRAG1	True	False	False	False	False	False	D
P04637	Q9Y3B1	TP53	PRELID3B	True	False	False	False	False	False	D
P04637	Q70Z35	TP53	PREX2	True	False	False	False	False	False	D
P04637	Q7Z3G6	TP53	PRICKLE2	True	False	False	False	False	False	D
P04637	Q9UGJ0	TP53	PRKAG2	True	False	False	False	False	False	B
P04637	Q7RTY3	TP53	PRSS45P	True	False	False	False	False	False	D
P04637	O60678	TP53	PRMT3	True	False	False	False	False	False	D
P04637	Q8WWY3	TP53	PRPF31	True	False	False	False	False	False	D
P04637	P41219	TP53	PRPH	True	False	False	False	False	False	D
P04637	Q14558	TP53	PRPSAP1	True	False	False	False	False	False	D
P04637	B1ATL7	TP53	PRR32	True	False	False	False	False	False	D
P04637	P85299	TP53	PRR5	True	False	False	False	False	False	B
P04637	O14669	TP53	PRRG2	True	False	False	False	False	False	D
P04637	P56730	TP53	PRSS12	True	False	False	False	False	False	D
P04637	Q9BQR3	TP53	PRSS27	True	False	False	False	False	False	D
