source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources
O43474	P04798	KLF4	CYP1A1	True	False	True	True	False	True	CollecTRI;TRRUST_DoRothEA;DoRothEA;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_CollecTRI2;GEREDB_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;TRRUST;ExTRI_CollecTRI
P08047	P51654	SP1	GPC3	True	True	False	True	True	False	CollecTRI;DoRothEA;NTNU.Curated_CollecTRI;GEREDB_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;TRED_DoRothEA;GEREDB_CollecTRI;RegNetwork_DoRothEA;ExTRI_CollecTRI
P22736	Q92570	NR4A1	NR4A3	True	True	True	True	False	True	CollecTRI;ExTRI2_CollecTRI2;GEREDB_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
P13349	P61586	MYF5	RHOA	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q04206	P51451	NFKB1_RELA	BLK	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;ExTRI_CollecTRI
Q8WW38	Q9UEF7	ZFPM2	KL	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P11831	P15172	SRF	MYOD1	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;GEREDB_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;Pavlidis_CollecTRI2;Pavlidis2021_CollecTRI;ExTRI_CollecTRI
P05412	P25874	JUN	UCP1	True	False	True	True	False	True	CollecTRI;GEREDB_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
Q01844	Q15637	EWSR1	SF1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P19838	P51451	NFKB1	BLK	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;TFactS_CollecTRI;TfactS_CollecTRI2;ENCODE-proximal;CollecTRI2;ExTRI_CollecTRI
COMPLEX:P19838_Q04864	P51451	NFKB1_REL	BLK	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;ExTRI_CollecTRI
P78347	Q15811	GTF2I	ITSN1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201_Q04206	P51451	RELA_RELB	BLK	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q01201	P51451	NFKB1_RELB	BLK	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q04864	P51451	NFKB2_REL	BLK	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q04206	P51451	NFKB2_RELA	BLK	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04864	P51451	REL	BLK	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04206	P51451	RELA	BLK	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201	P51451	RELB	BLK	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q01201	P51451	NFKB2_RELB	BLK	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653	P51451	NFKB2	BLK	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838	P51451	NFKB1	BLK	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04206_Q04864	P51451	REL_RELA	BLK	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q00653	P51451	NFKB1_NFKB2	BLK	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201_Q04864	P51451	REL_RELB	BLK	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;ExTRI_CollecTRI
P42229	P02788	STAT5A	LTF	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P05549	P02788	TFAP2A	LTF	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q10587	Q9UKX3	TEF	MYH13	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P23771	A0A1B0GX56	GATA3	TRDV1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P35680	P00749	HNF1B	PLAU	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
P35680	Q9NP58	HNF1B	ABCB6	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P42229	P0C0L4	STAT5A	C4A	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P42229	P0C0L5	STAT5A	C4B_2	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P22415	P35557	USF1	GCK	True	True	False	True	True	False	CollecTRI;TRRUST_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TFactS_CollecTRI;TfactS_CollecTRI2;TRRUST_CollecTRI2;TRRUST_CollecTRI;DoRothEA-A_CollecTRI2;SIGNOR_CollecTRI2;CollecTRI2;SIGNOR_CollecTRI;TRED_DoRothEA;RegNetwork_DoRothEA;TRRUST;ExTRI_CollecTRI
P08047	Q15822	SP1	CHRNA2	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P52945	Q00056	PDX1	HOXA4	True	True	False	True	True	False	CollecTRI;CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI
P52945	P14410	PDX1	SI	True	False	True	True	False	True	CollecTRI;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;GEREDB_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
P20226	Q6FI13	TBP	H2AC18	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P10827	P32297	THRA	CHRNA3	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q96SF7	P09622	TBX15	DLD	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q96SF7	Q9UEF7	TBX15	KL	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q8IX07	P09622	ZFPM1	DLD	True	True	False	True	True	False	CollecTRI;CollecTRI2;NTNUcuration_CollecTRI2;ExTRI_CollecTRI
Q8WW38	P09622	ZFPM2	DLD	True	True	False	True	True	False	CollecTRI;CollecTRI2;NTNUcuration_CollecTRI2;ExTRI_CollecTRI
P53567	Q06495	CEBPG	SLC34A1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P55317	P20823	FOXA1	HNF1A	True	True	True	True	True	True	CollecTRI;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;ENCODE-proximal;GEREDB_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
P55317	P41235	FOXA1	HNF4A	True	True	True	True	False	True	CollecTRI;PAZAR_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;NTNU.Curated_CollecTRI;ENCODE-proximal;GEREDB_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ARACNe-GTEx_DoRothEA;ExTRI_CollecTRI
COMPLEX:P19838_Q04206	P45984	NFKB1_RELA	MAPK9	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q9Y261	P20823	FOXA2	HNF1A	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;ENCODE-proximal;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
P15923	P01275	TCF3	GCG	True	True	True	True	True	True	CollecTRI;GEREDB_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
P32519	P35575	ELF1	G6PC1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P18850	P01160	ATF6	NPPA	True	True	False	True	True	False	CollecTRI;CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI
P03372	P30273	ESR1	FCER1G	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q08945	Q92831	SSRP1	KAT2B	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q04864	P45984	NFKB1_REL	MAPK9	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201_Q04206	P45984	RELA_RELB	MAPK9	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q01201	P45984	NFKB1_RELB	MAPK9	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q04864	P45984	NFKB2_REL	MAPK9	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q04206	P45984	NFKB2_RELA	MAPK9	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04864	P45984	REL	MAPK9	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04206	P45984	RELA	MAPK9	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201	P45984	RELB	MAPK9	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q01201	P45984	NFKB2_RELB	MAPK9	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653	P45984	NFKB2	MAPK9	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838	P45984	NFKB1	MAPK9	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04206_Q04864	P45984	REL_RELA	MAPK9	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q00653	P45984	NFKB1_NFKB2	MAPK9	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201_Q04864	P45984	REL_RELB	MAPK9	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P20749	P02787	BCL3	TF	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P10242	P35442	MYB	THBS2	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;GEREDB_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
P20226	Q9Y253	TBP	POLH	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P19532	P30613	TFE3	PKLR	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P21675	P00533	TAF1	EGFR	True	True	False	True	True	False	CollecTRI;GEREDB_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
P03372	O75446	ESR1	SAP30	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q9UBX0	P03372	HESX1	ESR1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
O75376	Q9UBX0	NCOR1	HESX1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q9UBX0	O75376	HESX1	NCOR1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q9UBX0	O75446	HESX1	SAP30	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
O75376	P28069	NCOR1	POU1F1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P28069	O75376	POU1F1	NCOR1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
O75376	Q12837	NCOR1	POU4F2	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q12837	O75376	POU4F2	NCOR1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
O75376	O75446	NCOR1	SAP30	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P28069	O75446	POU1F1	SAP30	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q12837	P03372	POU4F2	ESR1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q12837	O75446	POU4F2	SAP30	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P10827	O75446	THRA	SAP30	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q13485	P56915	SMAD4	GSC	True	True	False	True	True	False	CollecTRI;ReMap_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
P53567	Q06520	CEBPG	SULT2A1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P84022	P56915	SMAD3	GSC	True	False	True	True	False	True	CollecTRI;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
P05412	P40394	JUN	ADH7	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;DoRothEA;NTNUcuration_CollecTRI2;CollecTRI2;TRED_DoRothEA;RegNetwork_DoRothEA;ExTRI_CollecTRI
O00327	Q16534	BMAL1	HLF	True	True	False	True	True	False	CollecTRI;CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI
Q14186	Q01094	TFDP1	E2F1	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
P10275	Q06520	AR	SULT2A1	True	True	True	True	False	True	CollecTRI;CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI
P04150	P04731	NR3C1	MT1A	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
P40763	P04731	STAT3	MT1A	True	True	False	True	True	False	CollecTRI;TfactS_CollecTRI2;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
P20265	P59796	POU3F2	GPX6	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
P53567	P06702	CEBPG	S100A9	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q14653	Q9Y6Q6	IRF3	TNFRSF11A	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q13351	Q92831	KLF1	KAT2B	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P10914	P00533	IRF1	EGFR	True	True	False	False	False	False	CollecTRI;ExTRI2_CollecTRI2;GEREDB_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P17275_P17535	P08100	JUNB_JUND	RHO	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412	P08100	JUN	RHO	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P15408_P17275	P08100	FOSL2_JUNB	RHO	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P15407	P08100	FOSL1_JUN	RHO	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P17535_P53539	P08100	FOSB_JUND	RHO	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P15408_P17535	P08100	FOSL2_JUND	RHO	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P17275_P53539	P08100	FOSB_JUNB	RHO	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P01100_P05412	P08100	FOS_JUN	RHO	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P17275	P08100	JUN_JUNB	RHO	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P15407_P17275	P08100	FOSL1_JUNB	RHO	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P15407_P17535	P08100	FOSL1_JUND	RHO	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P17535	P08100	JUN_JUND	RHO	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P01100_P17275	P08100	FOS_JUNB	RHO	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P17275	P08100	JUNB	RHO	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P01100_P17535	P08100	FOS_JUND	RHO	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P53539	P08100	FOSB_JUN	RHO	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P15408	P08100	FOSL2_JUN	RHO	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P17535	P08100	JUND	RHO	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q13207	P17643	TBX2	TYRP1	True	False	True	True	False	True	CollecTRI;ExTRI2_CollecTRI2;GOA_CollecTRI;GOA_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
O15178	P17643	TBXT	TYRP1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q13207	P02751	TBX2	FN1	True	True	False	True	True	False	CollecTRI;CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI
P62380	Q9P0J1	TBPL1	PDP1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P62380	Q9P2T0	TBPL1	SPMAP2	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q13207	P46379	TBX2	BAG6	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q13207	P04406	TBX2	GAPDH	True	False	True	True	False	True	CollecTRI;ExTRI2_CollecTRI2;GEREDB_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
Q13207	Q9P0J1	TBX2	PDP1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q13207	Q9P2T0	TBX2	SPMAP2	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
O15178	P46379	TBXT	BAG6	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
O15178	P04406	TBXT	GAPDH	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
O15178	Q9P0J1	TBXT	PDP1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
O15178	Q9P2T0	TBXT	SPMAP2	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q9P0U4	P16150	CXXC1	SPN	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q12800	P16150	TFCP2	SPN	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q05516	P61244	ZBTB16	MAX	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q05516	Q05195	ZBTB16	MXD1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q05516	P54253	ZBTB16	ATXN1	True	True	False	True	True	False	CollecTRI;CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI
Q05516	P00390	ZBTB16	GSR	True	True	True	True	True	True	CollecTRI;CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI
P53539	P24385	FOSB	CCND1	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;GEREDB_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
O00716	Q08999	E2F3	RBL2	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P17275_P17535	Q05586	JUNB_JUND	GRIN1	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412	Q05586	JUN	GRIN1	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;ExTRI_CollecTRI
COMPLEX:P15408_P17275	Q05586	FOSL2_JUNB	GRIN1	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P15407	Q05586	FOSL1_JUN	GRIN1	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;ExTRI_CollecTRI
COMPLEX:P17535_P53539	Q05586	FOSB_JUND	GRIN1	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;ExTRI_CollecTRI
COMPLEX:P15408_P17535	Q05586	FOSL2_JUND	GRIN1	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;ExTRI_CollecTRI
COMPLEX:P17275_P53539	Q05586	FOSB_JUNB	GRIN1	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;ExTRI_CollecTRI
COMPLEX:P01100_P05412	Q05586	FOS_JUN	GRIN1	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P17275	Q05586	JUN_JUNB	GRIN1	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;ExTRI_CollecTRI
COMPLEX:P15407_P17275	Q05586	FOSL1_JUNB	GRIN1	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;ExTRI_CollecTRI
COMPLEX:P15407_P17535	Q05586	FOSL1_JUND	GRIN1	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;ExTRI_CollecTRI
P20265	O95470	POU3F2	SGPL1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P17535	Q05586	JUN_JUND	GRIN1	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;ExTRI_CollecTRI
COMPLEX:P01100_P17275	Q05586	FOS_JUNB	GRIN1	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;ExTRI_CollecTRI
COMPLEX:P17275	Q05586	JUNB	GRIN1	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;ExTRI_CollecTRI
COMPLEX:P01100_P17535	Q05586	FOS_JUND	GRIN1	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P53539	Q05586	FOSB_JUN	GRIN1	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P15408	Q05586	FOSL2_JUN	GRIN1	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;ExTRI_CollecTRI
COMPLEX:P17535	Q05586	JUND	GRIN1	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;ExTRI_CollecTRI
Q01851	O95470	POU4F1	SGPL1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P53539	Q05586	FOSB	GRIN1	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
Q13469	P48023	NFATC2	FASLG	True	True	False	True	True	False	CollecTRI;CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI
Q12968	P48023	NFATC3	FASLG	True	True	False	True	True	False	CollecTRI;CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI
P08047	P63252	SP1	KCNJ2	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;GEREDB_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
Q02447	P63252	SP3	KCNJ2	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;GEREDB_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
P18146	P10415	EGR1	BCL2	True	False	True	True	False	True	CollecTRI;PAZAR_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;NTNU.Curated_CollecTRI;DoRothEA-A_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;TRED_DoRothEA;RegNetwork_DoRothEA;ExTRI_CollecTRI
P09629	P01236	HOXB7	PRL	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q9UBR4	P01236	LHX3	PRL	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;DoRothEA;TfactS_CollecTRI2;DoRothEA-A_CollecTRI2;CollecTRI2;TFe_DoRothEA;ARACNe-GTEx_DoRothEA;ExTRI_CollecTRI
P10276	Q99595	RARA	TIMM17A	True	True	True	True	False	True	CollecTRI;ExTRI2_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
P19532	O95470	TFE3	SGPL1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P22415	Q14258	USF1	TRIM25	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;DoRothEA;FANTOM4_DoRothEA;DoRothEA-A_CollecTRI2;CollecTRI2;TRED_DoRothEA;RegNetwork_DoRothEA;ExTRI_CollecTRI
P08047	P08709	SP1	F7	True	True	False	True	True	False	CollecTRI;TRRUST_DoRothEA;HTRIdb_CollecTRI2;DoRothEA;TRRUST_CollecTRI2;HTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA-A_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;HTRIdb;TRRUST;DoRothEA-A_CollecTRI;HTRIdb_DoRothEA;ExTRI_CollecTRI
P10242	P06702	MYB	S100A9	True	True	True	True	True	True	CollecTRI;ExTRI2_CollecTRI2;DoRothEA;CollecTRI2;TRED_DoRothEA;RegNetwork_DoRothEA;ExTRI_CollecTRI
P49715	P06702	CEBPA	S100A9	True	True	False	True	True	False	DoRothEA-A_CollecTRI2;ExTRI_CollecTRI;PAZAR_DoRothEA;TRRUST_CollecTRI;SIGNOR_CollecTRI;TRRUST;HTRIdb_DoRothEA;SIGNOR_CollecTRI2;HTRIdb_CollecTRI2;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;TRRUST_CollecTRI2;NTNUcuration_CollecTRI2;HTRIdb;CollecTRI;TRRUST_DoRothEA;DoRothEA;HTRI_CollecTRI;CollecTRI2;SIGNOR;DoRothEA-A_CollecTRI
P28702	P01270	RXRB	PTH	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
P10275	O43291	AR	SPINT2	True	True	False	True	True	False	CollecTRI;HTRIdb;ExTRI_CollecTRI
Q02548	P09488	PAX5	GSTM1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q02548	Q8TAS1	PAX5	UHMK1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P42224	P01023	STAT1	A2M	True	True	False	True	True	False	CollecTRI;PAZAR_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TfactS_CollecTRI2;DoRothEA-A_CollecTRI2;CollecTRI2;TRED_DoRothEA;RegNetwork_DoRothEA;ExTRI_CollecTRI
P06401	P06881	PGR	CALCA	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
P06401	P01258	PGR	CALCA	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
