locusId,expName,fit,t,expGroup,condition_1,media,gene,desc,organism
Echvi_4104,set1IT048,-4.38755801248968,-2.92906998445019,marine broth,,marine_broth_2216,,hypothetical protein,beril_Cola
Echvi_0641,set1IT079,-4.12000220531352,-1.50308242420627,marine broth,,marine_broth_2216,,Transposase and inactivated derivatives,beril_Cola
Echvi_3764,set1IT079,-3.88361247108675,-2.48263427775004,marine broth,,marine_broth_2216,,Predicted transcriptional regulators,beril_Cola
Echvi_2401,set1IT048,-3.8718001828178,-2.6576379672442,marine broth,,marine_broth_2216,,hypothetical protein,beril_Cola
Echvi_2186,set1IT048,-3.19637332446931,-4.3545417300886,marine broth,,marine_broth_2216,,"rRNA methylase, putative, group 3",beril_Cola
Echvi_4549,set1IT035,-3.05152168609286,-2.92546878437396,marine broth,,marine_broth_2216,,"Histidine kinase./Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase.",beril_Cola
Echvi_1227,set1IT035,-3.00332968665142,-1.88946420303229,marine broth,,marine_broth_2216,,hypothetical protein,beril_Cola
DDA3937_RS13495,set11TCH514,-5.75691644709707,-3.96812003490948,plant,,,,flagellar export chaperone FlgN,beril_Dda3937
DDA3937_RS13480,set11TCH530,-5.60529746343988,-11.2056816526126,plant,,,,flagellar basal body rod protein FlgB,beril_Dda3937
DDA3937_RS13360,set11TCH534,-5.55383699002745,-2.12272153571836,plant,,,,flagellar hook-basal body complex protein FliE,beril_Dda3937
DDA3937_RS13420,set11TCH530,-5.2538667953508,-8.75034517589875,plant,,,,flagellar biosynthesis protein FliQ,beril_Dda3937
DDA3937_RS13565,set11TCH530,-4.93870228866521,-15.2429976388611,plant,,,,flagellar transcriptional regulator FlhD,beril_Dda3937
DDA3937_RS10980,set11TCH529,-4.80400380384947,-9.16954303862001,plant,,,,tetratricopeptide repeat-containing protein,beril_Dda3937
DDA3937_RS15705,set11TCH530,-4.75613984474959,-11.4430386872748,plant,,,,cyclic-guanylate-specific phosphodiesterase,beril_Dda3937
DDA3937_RS13455,set11TCH530,-4.71335113994412,-10.0284671873266,plant,,,,flagellar basal-body rod protein FlgG,beril_Dda3937
DDA3937_RS13505,set11TCH530,-4.68979465727533,-18.303961200513,plant,,,,flagellar biosynthesis protein FlhA,beril_Dda3937
DDA3937_RS13385,set11TCH518,-4.62140929864816,-6.31317023863416,plant,,,,flagella biosynthesis chaperone FliJ,beril_Dda3937
DDA3937_RS09770,set11TCH529,-4.55669942678882,-1.57629393434566,plant,,,,fumarylacetoacetate hydrolase family protein,beril_Dda3937
DDA3937_RS18670,set11TCH513,-4.51188901298789,-5.26482586168464,plant,,,,ABC transporter permease,beril_Dda3937
DDA3937_RS13515,set11TCH530,-4.45478939346928,-12.1032627896511,plant,,,,protein phosphatase CheZ,beril_Dda3937
DDA3937_RS18685,set11TCH530,-4.44525216838011,-16.1518874961582,plant,,,,WbeA,beril_Dda3937
DDA3937_RS01495,set11TCH530,-4.39651222260158,-9.75699262783671,plant,,,,ribosome-associated protein,beril_Dda3937
DDA3937_RS13470,set11TCH530,-4.39596366785436,-15.4928842178557,plant,,,,flagellar hook assembly protein FlgD,beril_Dda3937
DDA3937_RS13340,set11TCH530,-4.37530600579056,-9.23956000841082,plant,,,,flagellin FliC,beril_Dda3937
DDA3937_RS10840,set11TCH518,-4.33775328500653,-16.7366826420121,plant,,,,hypothetical protein,beril_Dda3937
DDA3937_RS13510,set11TCH534,-4.33135038516145,-14.3714974736437,plant,,,,flagellar type III secretion system protein FlhB,beril_Dda3937
DDA3937_RS00640,setATCH154,-4.2720562572442,-3.07143136898497,plant,cv.Norland,Potato tuber,,cell division ATP-binding protein FtsE,beril_Dda3937
DDA3937_RS13365,set11TCH530,-4.23827012401398,-18.9752531434394,plant,,,,flagellar M-ring protein FliF,beril_Dda3937
DDA3937_RS13490,set11TCH529,-4.23032172534631,-1.19666237828519,plant,,,,anti-sigma-28 factor FlgM,beril_Dda3937
DDA3937_RS18680,set11TCH518,-4.09086314493453,-3.97201242143521,plant,,,,GDP-L-fucose synthase,beril_Dda3937
DDA3937_RS13375,set11TCH518,-4.08260382633816,-2.80991158501907,plant,,,,flagellar assembly protein FliH,beril_Dda3937
DDA3937_RS10845,set11TCH530,-4.07734958577649,-19.3812336628437,plant,,,,virulence factor SrfB,beril_Dda3937
DDA3937_RS13425,set11TCH530,-4.05888616399444,-13.2353799568046,plant,,,,flagellar type III secretion system protein FliR,beril_Dda3937
DDA3937_RS13485,set11TCH530,-4.01605875777939,-9.60529534740217,plant,,,,flagellar basal body P-ring formation protein FlgA,beril_Dda3937
DDA3937_RS20475,setATCH161,-4.00741382255811,-3.55987838774065,plant,cv.Upstate,Potato tuber,,glycosyltransferase family 4 protein,beril_Dda3937
DDA3937_RS09370,set11TCH513,-4.00738210003335,-1.92172070524023,plant,,,,GTP cyclohydrolase I FolE,beril_Dda3937
DDA3937_RS02855,set11TCH529,-3.99278897734645,-1.15405804260154,plant,,,,hypothetical protein,beril_Dda3937
DDA3937_RS07750,set11TCH518,-3.97216608189003,-2.73390119783768,plant,,,,iron-siderophore ABC transporter substrate-binding protein,beril_Dda3937
DDA3937_RS13405,set11TCH530,-3.95577526932463,-10.077817339876,plant,,,,flagellar motor switch protein FliN,beril_Dda3937
DDA3937_RS13555,set11TCH530,-3.94583794761721,-14.8148713856371,plant,,,,flagellar motor stator protein MotA,beril_Dda3937
DDA3937_RS11365,set11TCH516,-3.93095571751009,-2.27290250656895,plant,,,,oligogalacturonate-specific porin KdgM,beril_Dda3937
DDA3937_RS18665,set11TCH530,-3.92618052344171,-18.2228938181202,plant,,,,"GDP-mannose 4,6-dehydratase",beril_Dda3937
DDA3937_RS13415,set11TCH530,-3.91276737040568,-12.0728143983912,plant,,,,flagellar type III secretion system pore protein FliP,beril_Dda3937
DDA3937_RS13395,set11TCH530,-3.91148236624711,-10.5402552777365,plant,,,,flagellar basal body-associated protein FliL,beril_Dda3937
DDA3937_RS15545,set11TCH534,-3.89922914689303,-1.63302589565396,plant,,,,cysteine desulfurase,beril_Dda3937
DDA3937_RS20455,set11TCH513,-3.88913737436986,-2.67811648651832,plant,,,,putative lipopolysaccharide heptosyltransferase III,beril_Dda3937
DDA3937_RS13380,set11TCH534,-3.84335197191005,-17.7809349873968,plant,,,,flagellum-specific ATP synthase FliI,beril_Dda3937
DDA3937_RS13465,set11TCH530,-3.82654515337669,-20.1345280333767,plant,,,,flagellar hook protein FlgE,beril_Dda3937
DDA3937_RS06755,setATCH152,-3.82043117212175,-8.07020104870848,plant,cv.Atlantic,Potato tuber,,glycosyltransferase family 2 protein,beril_Dda3937
DDA3937_RS13400,set11TCH530,-3.80946869010809,-12.2848651973,plant,,,,flagellar motor switch protein FliM,beril_Dda3937
DDA3937_RS00580,set11TCH530,-3.79528889507936,-13.4935546874374,plant,,,,2-dehydro-3-deoxygluconokinase,beril_Dda3937
DDA3937_RS13410,set11TCH515,-3.79308551408572,-10.0296580683729,plant,,,,flagellar biosynthetic protein FliO,beril_Dda3937
DDA3937_RS06770,setATCH149,-3.79291040632939,-2.59358454154444,plant,cv.Atlantic,Potato tuber,,oligosaccharide flippase family protein,beril_Dda3937
DDA3937_RS06270,set11TCH516,-3.79058061262112,-1.97730443376442,plant,,,,tRNA-Met,beril_Dda3937
DDA3937_RS15910,set11TCH513,-3.76426099200171,-1.78736228844747,plant,,,,Fe3+-hydroxamate ABC transporter ATP-binding protein FhuC,beril_Dda3937
DDA3937_RS13530,set11TCH518,-3.7447115034058,-9.32188808023686,plant,,,,protein-glutamate O-methyltransferase CheR,beril_Dda3937
DDA3937_RS21965,set11TCH518,-3.74278568768234,-1.25688053488534,plant,,,,helix-turn-helix domain-containing protein,beril_Dda3937
DDA3937_RS11325,set11TCH518,-3.73425046134154,-9.25432422493345,plant,,,,cupin domain-containing protein,beril_Dda3937
DDA3937_RS18660,set11TCH518,-3.70920122947869,-21.7554143871904,plant,,,,phosphomannomutase/phosphoglucomutase,beril_Dda3937
DDA3937_RS00975,set11TCH518,-3.70314674004454,-1.92080232371634,plant,,,,Si-specific NAD(P)(+) transhydrogenase,beril_Dda3937
DDA3937_RS21375,set11TCH515,-3.69119021116545,-6.12448129510353,plant,,,,4-deoxy-4-formamido-L-arabinose- phosphoundecaprenol deformylase,beril_Dda3937
DDA3937_RS13390,set11TCH534,-3.67947019523467,-8.67365139986071,plant,,,,flagellar hook-length control protein FliK,beril_Dda3937
DDA3937_RS02160,set11TCH529,-3.66031710629267,-2.06019031971859,plant,,,,transketolase,beril_Dda3937
DDA3937_RS13545,set11TCH530,-3.64658953212028,-15.9770608820329,plant,,,,chemotaxis protein CheA,beril_Dda3937
DDA3937_RS13430,set11TCH518,-3.61096059405557,-11.4976022952994,plant,,,,flagellar hook-associated protein FlgL,beril_Dda3937
DDA3937_RS13450,set11TCH518,-3.5719336694751,-14.5032827899269,plant,,,,flagellar basal body L-ring protein FlgH,beril_Dda3937
DDA3937_RS13445,set11TCH527,-3.56981172715802,-9.96974240910475,plant,,,,flagellar basal body P-ring protein FlgI,beril_Dda3937
DDA3937_RS07760,set11TCH518,-3.5466930843503,-3.41468703243415,plant,,,,iron ABC transporter permease,beril_Dda3937
DDA3937_RS11185,set11TCH515,-3.49507844334299,-7.74715098157771,plant,,,,disulfide bond formation protein DsbB,beril_Dda3937
DDA3937_RS06100,set11TCH527,-3.48824021160646,-1.47739068320209,plant,,,,M15 family metallopeptidase,beril_Dda3937
DDA3937_RS11180,set11TCH518,-3.44164209739938,-4.81570158137965,plant,,,,fatty acid metabolism transcriptional regulator FadR,beril_Dda3937
DDA3937_RS10850,set11TCH515,-3.42713650625335,-17.4463179971145,plant,,,,virulence factor,beril_Dda3937
DDA3937_RS13435,set11TCH518,-3.39371286619269,-17.5680483892643,plant,,,,flagellar hook-associated protein FlgK,beril_Dda3937
DDA3937_RS20305,set11TCH531,-3.38560290414928,-9.85258214199601,plant,,,,Sec-independent protein translocase subunit TatC,beril_Dda3937
DDA3937_RS10950,setATCH160,-3.36411114685075,-8.3314197579696,plant,cv.Upstate,Potato tuber,,fumarate/nitrate reduction transcriptional regulator Fnr,beril_Dda3937
DDA3937_RS05615,set11TCH534,-3.3251932805792,-1.9522062534649,plant,,,,cytochrome o ubiquinol oxidase subunit II,beril_Dda3937
DDA3937_RS13550,set11TCH518,-3.32235672504991,-12.4445910576628,plant,,,,flagellar motor protein MotB,beril_Dda3937
DDA3937_RS13345,set11TCH531,-3.28740377634333,-8.82814473236588,plant,,,,flagellar filament capping protein FliD,beril_Dda3937
DDA3937_RS13300,set11TCH515,-3.25322120591359,-10.25290339919,plant,,,,RNA polymerase sigma factor FliA,beril_Dda3937
DDA3937_RS11330,set11TCH518,-3.25236649515133,-12.7013905766009,plant,,,,5-dehydro-4-deoxy-D-glucuronate isomerase,beril_Dda3937
DDA3937_RS14470,set11TCH531,-3.24183370768482,-4.6444653123451,plant,,,,aspartate-semialdehyde dehydrogenase,beril_Dda3937
DDA3937_RS13560,set11TCH534,-3.23821298773901,-9.35294621663891,plant,,,,flagellar transcriptional regulator FlhC,beril_Dda3937
DDA3937_RS14380,setATCH162,-3.22932379339133,-2.22272577929702,plant,cv.Upstate,Potato tuber,,acetate kinase,beril_Dda3937
DDA3937_RS19660,set11TCH530,-3.22677699914088,-15.7485712984601,plant,,,,4-alpha-glucanotransferase,beril_Dda3937
DDA3937_RS13540,set11TCH534,-3.20950895871574,-8.18040446361342,plant,,,,chemotaxis protein CheW,beril_Dda3937
DDA3937_RS13440,set11TCH516,-3.20892132870277,-10.8435286895357,plant,,,,flagellar assembly peptidoglycan hydrolase FlgJ,beril_Dda3937
DDA3937_RS01065,set11TCH516,-3.20695945691141,-0.861330622212808,plant,,,,elongation factor Tu,beril_Dda3937
DDA3937_RS13460,set11TCH530,-3.19385953577734,-8.55872848251809,plant,,,,flagellar basal body rod protein FlgF,beril_Dda3937
DDA3937_RS16470,set11TCH534,-3.17359798990623,-2.21337727860517,plant,,,,hypothetical protein,beril_Dda3937
DDA3937_RS08585,setATCH158,-3.1704016535663,-2.77821242163938,plant,cv.Norland,Potato tuber,,molybdopterin synthase catalytic subunit MoaE,beril_Dda3937
DDA3937_RS06490,set11TCH534,-3.16527721800955,-1.61748864117016,plant,,,,cyd operon protein YbgE,beril_Dda3937
DDA3937_RS13370,set11TCH534,-3.16036485397278,-9.30977127349172,plant,,,,flagellar motor switch protein FliG,beril_Dda3937
DDA3937_RS21095,setATCH153,-3.15602566521759,-1.08008917850054,plant,cv.Atlantic,Potato tuber,,DUF1471 domain-containing protein,beril_Dda3937
DDA3937_RS14630,set11TCH534,-3.14632671760727,-3.75223266469303,plant,,,,tRNA-Arg,beril_Dda3937
DDA3937_RS20415,setATCH162,-3.14465930348824,-3.51423727819297,plant,cv.Upstate,Potato tuber,,rhodanese-like domain-containing protein,beril_Dda3937
DDA3937_RS18690,set11TCH518,-3.13796064128542,-6.64533951947265,plant,,,,glycosyltransferase,beril_Dda3937
DDA3937_RS13160,set11TCH534,-3.12984776133431,-1.96079343757461,plant,,,,ribonuclease E,beril_Dda3937
DDA3937_RS04555,set11TCH516,-3.11386359366756,-1.88699480605923,plant,,,,DNA-3-methyladenine glycosylase 2 family protein,beril_Dda3937
DDA3937_RS09345,set11TCH516,-3.0847626789642,-0.79442984400991,plant,,,,IS200/IS605 family transposase,beril_Dda3937
DDA3937_RS15060,set11TCH527,-3.07860297804941,-1.58919974281782,plant,,,,imidazolonepropionase,beril_Dda3937
DDA3937_RS09585,setATCH156,-3.07619977397762,-1.95883093904183,plant,cv.Norland,Potato tuber,,thioredoxin-disulfide reductase,beril_Dda3937
DDA3937_RS13525,set11TCH527,-3.07400429216897,-11.3423554930334,plant,,,,chemotaxis response regulator protein-glutamate methylesterase,beril_Dda3937
DDA3937_RS14465,set11TCH529,-3.06441467389018,-1.74341187299583,plant,,,,tRNA pseudouridine(38-40) synthase TruA,beril_Dda3937
DDA3937_RS13305,set11TCH515,-3.05438547013645,-9.33151543668896,plant,,,,hypothetical protein,beril_Dda3937
DDA3937_RS10540,set11TCH529,-3.03240788560569,-2.29560398004109,plant,,,,HTH-type transcriptional regulator CysB,beril_Dda3937
DDA3937_RS14385,setATCH165,-3.02763758386635,-10.0742435420978,plant,cv.Upstate,Potato tuber,,phosphate acetyltransferase,beril_Dda3937
DDA3937_RS13355,set11TCH531,-3.0273388732232,-5.54525568175231,plant,,,,flagellar protein FliT,beril_Dda3937
DDA3937_RS06475,set11TCH513,-3.02366249837786,-2.17091670723361,plant,,,,succinate--CoA ligase subunit alpha,beril_Dda3937
DDA3937_RS06145,set11TCH529,-3.01762292395493,-2.09566528162471,plant,,,,lipoyl(octanoyl) transferase LipB,beril_Dda3937
HGI48_RS06775,setATCH234,-4.7942579017443,-3.18371908358243,plant,cv.Upstate,Potato tuber,,glycosyltransferase family 2 protein,beril_Ddia6719
HGI48_RS03215,setATCH223,-4.58202671170294,-0.939585153355994,plant,cv.Atlantic,Potato tuber,,preprotein translocase subunit SecG,beril_Ddia6719
HGI48_RS19435,setATCH223,-4.37297944204746,-1.54003522065624,plant,cv.Atlantic,Potato tuber,,sulfurtransferase complex subunit TusD,beril_Ddia6719
HGI48_RS05700,setATCH223,-4.26678367818641,-1.73575662018581,plant,cv.Atlantic,Potato tuber,,DNA-binding protein HU-beta,beril_Ddia6719
HGI48_RS05390,setATCH222,-3.95555340420981,-1.65342801743171,plant,cv.Atlantic,Potato tuber,,alkylphosphonate utilization protein,beril_Ddia6719
HGI48_RS01290,setATCH222,-3.94433819361626,-1.99927331469272,plant,cv.Atlantic,Potato tuber,,DNA-binding transcriptional regulator Fis,beril_Ddia6719
HGI48_RS14280,setATCH223,-3.84891098789619,-1.75544985109904,plant,cv.Atlantic,Potato tuber,,NADH-quinone oxidoreductase subunit NuoH,beril_Ddia6719
HGI48_RS21475,setATCH224,-3.70384279028885,-1.78931879490361,plant,cv.Atlantic,Potato tuber,,acyl carrier protein,beril_Ddia6719
HGI48_RS19720,setATCH221,-3.67354216210908,-2.41827771838213,plant,cv.Atlantic,Potato tuber,,intracellular growth attenuator family protein,beril_Ddia6719
HGI48_RS14305,setATCH229,-3.60479454698229,-2.70257928927509,plant,cv.Norland,Potato tuber,,NADH-quinone oxidoreductase subunit B,beril_Ddia6719
HGI48_RS11375,setATCH224,-3.53797585758282,-2.33609089936106,plant,cv.Atlantic,Potato tuber,,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD,beril_Ddia6719
HGI48_RS00735,setATCH223,-3.51999136679102,-1.42984113494269,plant,cv.Atlantic,Potato tuber,,glycosyltransferase family 4 protein,beril_Ddia6719
HGI48_RS15930,setATCH224,-3.50075054981773,-1.27045416533152,plant,cv.Atlantic,Potato tuber,,TSUP family transporter,beril_Ddia6719
HGI48_RS00095,setATCH224,-3.41793175176303,-1.08181106727458,plant,cv.Atlantic,Potato tuber,,PAS domain-containing protein,beril_Ddia6719
HGI48_RS06515,setATCH222,-3.37342409242845,-1.85139185461568,plant,cv.Atlantic,Potato tuber,,succinate--CoA ligase subunit alpha,beril_Ddia6719
HGI48_RS14285,setATCH224,-3.32406781598386,-1.21021462474347,plant,cv.Atlantic,Potato tuber,,NADH-quinone oxidoreductase subunit NuoG,beril_Ddia6719
HGI48_RS12920,setATCH224,-3.30142981120943,-1.48276214239326,plant,cv.Atlantic,Potato tuber,,cell division protein ZapC,beril_Ddia6719
HGI48_RS12630,setATCH221,-3.289031374164,-2.0795614466156,plant,cv.Atlantic,Potato tuber,,pyridoxamine 5'-phosphate oxidase,beril_Ddia6719
