EntryID	ECNumber	Organism	parameter.name	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit
4344	2.7.1.21	Homo sapiens	S_h	S_half	Thymidine	3.0E-7		3E-8	M
4344	2.7.1.21	Homo sapiens	S	concentration	Thymidine	0.0	8.0E-6	-	M
4345	2.7.1.21	Homo sapiens	S	concentration	Thymidine	0.0	8.0E-6	-	M
4345	2.7.1.21	Homo sapiens	E	concentration	Enzyme	5.0E-6		-	mg/ml
4345	2.7.1.21	Homo sapiens	A	concentration	ATP	0.0025		-	M
4345	2.7.1.21	Homo sapiens	S_h	S_half	Thymidine	9.0E-7		1E-7	M
4345	2.7.1.21	Homo sapiens	n	Hill coefficient	Thymidine	1.2		1E-1	-
4345	2.7.1.21	Homo sapiens	V	Vmax		1.383333E-4		5E-6	mol*s^(-1)*g^(-1)
4346	2.7.1.21	Homo sapiens	S	concentration	Thymidine	0.0	8.0E-6	-	M
4346	2.7.1.21	Homo sapiens	n	Hill coefficient	Thymidine	1.2		1E-1	-
4346	2.7.1.21	Homo sapiens	E	concentration	Enzyme	5.0E-6		-	mg/ml
4346	2.7.1.21	Homo sapiens	V	Vmax		1.183333E-4		3.333333E-6	mol*s^(-1)*g^(-1)
4346	2.7.1.21	Homo sapiens	A	concentration	ATP	0.0025		-	M
4346	2.7.1.21	Homo sapiens	S_h	S_half	Thymidine	4.0E-7		4E-8	M
4347	2.7.1.21	Homo sapiens	A	concentration	ATP	0.0025		-	M
4347	2.7.1.21	Homo sapiens	S_h	S_half	Thymidine	3.0E-7		1E-7	M
4347	2.7.1.21	Homo sapiens	V	Vmax		5.0E-5		1.666667E-6	mol*s^(-1)*g^(-1)
4347	2.7.1.21	Homo sapiens	n	Hill coefficient	Thymidine	1.7		4E-1	-
4347	2.7.1.21	Homo sapiens	E	concentration	Enzyme	5.0E-6		-	mg/ml
4347	2.7.1.21	Homo sapiens	S	concentration	Thymidine	0.0	8.0E-6	-	M
4348	2.7.1.21	Homo sapiens	n	Hill coefficient	Thymidine	2.0		4E-1	-
4348	2.7.1.21	Homo sapiens	A	concentration	ATP	0.0025		-	M
4348	2.7.1.21	Homo sapiens	E	concentration	Enzyme	5.0E-6		-	mg/ml
4348	2.7.1.21	Homo sapiens	S_h	S_half	Thymidine	4.0E-7		1E-7	M
4348	2.7.1.21	Homo sapiens	S	concentration	Thymidine	0.0	8.0E-6	-	M
4348	2.7.1.21	Homo sapiens	V	Vmax		5.166667E-5		1.666667E-6	mol*s^(-1)*g^(-1)
4349	2.7.1.21	Homo sapiens	E	concentration	Enzyme	5.0E-6		-	mg/ml
4349	2.7.1.21	Homo sapiens	n	Hill coefficient	Thymidine	1.4		1E-1	-
4349	2.7.1.21	Homo sapiens	S_h	S_half	Thymidine	1.2E-6		1E-7	M
4349	2.7.1.21	Homo sapiens	S	concentration	Thymidine	0.0	8.0E-6	-	M
4349	2.7.1.21	Homo sapiens	A	concentration	ATP	0.0025		-	M
4349	2.7.1.21	Homo sapiens	V	Vmax		6.833333E-5		1.666667E-6	mol*s^(-1)*g^(-1)
4350	2.7.1.21	Homo sapiens	E	concentration	Enzyme	5.0E-6		-	mg/ml
4350	2.7.1.21	Homo sapiens	A	concentration	ATP	0.0025		-	M
4350	2.7.1.21	Homo sapiens	V	Vmax		6.5E-5		1.666667E-6	mol*s^(-1)*g^(-1)
4350	2.7.1.21	Homo sapiens	S	concentration	Thymidine	0.0	8.0E-6	-	M
4350	2.7.1.21	Homo sapiens	n	Hill coefficient	Thymidine	1.8		1E-1	-
4350	2.7.1.21	Homo sapiens	S_h	S_half	Thymidine	7.0E-7		1E-7	M
4351	2.7.1.21	Homo sapiens	A	concentration	ATP	0.0025		-	M
4351	2.7.1.21	Homo sapiens	S	concentration	Thymidine	0.0	8.0E-6	-	M
4351	2.7.1.21	Homo sapiens	V	Vmax		4.833333E-5		1E-6	mol*s^(-1)*g^(-1)
4351	2.7.1.21	Homo sapiens	n	Hill coefficient	Thymidine	1.5		1E-1	-
4351	2.7.1.21	Homo sapiens	E	concentration	Enzyme	5.0E-6		-	mg/ml
4351	2.7.1.21	Homo sapiens	S_h	S_half	Thymidine	6.0E-7		1E-7	M
4352	2.7.1.21	Homo sapiens	A	concentration	ATP	0.0025		-	M
4352	2.7.1.21	Homo sapiens	n	Hill coefficient	Thymidine	1.6		1E-1	-
4352	2.7.1.21	Homo sapiens	S_h	S_half	Thymidine	8.0E-7		1E-7	M
4352	2.7.1.21	Homo sapiens	S	concentration	Thymidine	0.0	8.0E-6	-	M
4352	2.7.1.21	Homo sapiens	V	Vmax		7.0E-5		1.666667E-6	mol*s^(-1)*g^(-1)
4352	2.7.1.21	Homo sapiens	E	concentration	Enzyme	5.0E-6		-	mg/ml
8311	2.7.1.21	Human herpesvirus 1	E	concentration	Enzyme	0.004		-	mg/ml
8311	2.7.1.21	Human herpesvirus 1	Kb	Km	Thymidine	9.0E-7		-	M
8311	2.7.1.21	Human herpesvirus 1	A	concentration	ATP	0.005		-	M
8311	2.7.1.21	Human herpesvirus 1	kcat	kcat		0.06		-	s^(-1)
8311	2.7.1.21	Human herpesvirus 1	B	concentration	Thymidine	1.0E-7	4.0E-6	-	M
8311	2.7.1.21	Human herpesvirus 1	kcatKb	kcat/Km	Thymidine	67000.0		-	M^(-1)*s^(-1)
8312	2.7.1.21	Human herpesvirus 1	Kb	Km	Thymidine	2.0E-5		-	M
8312	2.7.1.21	Human herpesvirus 1	A	concentration	ATP	0.005		-	M
8312	2.7.1.21	Human herpesvirus 1	E	concentration	Enzyme	0.008		-	mg/ml
8312	2.7.1.21	Human herpesvirus 1	kcat	kcat		0.13		-	s^(-1)
8312	2.7.1.21	Human herpesvirus 1	B	concentration	Thymidine	2.5E-7	1.0E-5	-	M
8312	2.7.1.21	Human herpesvirus 1	kcatKb	kcat/Km	Thymidine	6500.0		-	M^(-1)*s^(-1)
8313	2.7.1.21	Human herpesvirus 1	kcat	kcat		0.003		-	s^(-1)
8313	2.7.1.21	Human herpesvirus 1	A	concentration	ATP	0.005		-	M
8313	2.7.1.21	Human herpesvirus 1	Kb	Km	Thymidine	3.0E-6		-	M
8313	2.7.1.21	Human herpesvirus 1	E	concentration	Enzyme	0.02		-	mg/ml
8313	2.7.1.21	Human herpesvirus 1	B	concentration	Thymidine	5.0E-7	2.5E-6	-	M
8313	2.7.1.21	Human herpesvirus 1	kcatKb	kcat/Km	Thymidine	844.0		-	M^(-1)*s^(-1)
8314	2.7.1.21	Human herpesvirus 1	Kb	Km	Thymidine	0.006		-	M
8314	2.7.1.21	Human herpesvirus 1	B	concentration	Thymidine	1.0E-4	0.0025	-	M
8314	2.7.1.21	Human herpesvirus 1	kcatKb	kcat/Km	Thymidine	18.0		-	M^(-1)*s^(-1)
8314	2.7.1.21	Human herpesvirus 1	E	concentration	Enzyme	0.16		-	mg/ml
8314	2.7.1.21	Human herpesvirus 1	A	concentration	ATP	0.005		-	M
8314	2.7.1.21	Human herpesvirus 1	kcat	kcat		0.11		-	s^(-1)
8315	2.7.1.21	Human herpesvirus 1	B	concentration	Ganciclovir	5.0E-6	1.0E-4	-	M
8315	2.7.1.21	Human herpesvirus 1	kcatKb	kcat/Km	Ganciclovir	6800.0		-	M^(-1)*s^(-1)
8315	2.7.1.21	Human herpesvirus 1	Kb	Km	Ganciclovir	6.9E-5		-	M
8315	2.7.1.21	Human herpesvirus 1	kcat	kcat		0.47		-	s^(-1)
8315	2.7.1.21	Human herpesvirus 1	A	concentration	ATP	0.005		-	M
8315	2.7.1.21	Human herpesvirus 1	E	concentration	Enzyme	0.08		-	mg/ml
8316	2.7.1.21	Human herpesvirus 1	kcatKb	kcat/Km	Ganciclovir	1700.0		-	M^(-1)*s^(-1)
8316	2.7.1.21	Human herpesvirus 1	Kb	Km	Ganciclovir	5.0E-5		-	M
8316	2.7.1.21	Human herpesvirus 1	E	concentration	Enzyme	0.024		-	mg/ml
8316	2.7.1.21	Human herpesvirus 1	A	concentration	ATP	0.005		-	M
8316	2.7.1.21	Human herpesvirus 1	kcat	kcat		0.08		-	s^(-1)
8316	2.7.1.21	Human herpesvirus 1	B	concentration	Ganciclovir	5.0E-7	1.5E-5	-	M
8317	2.7.1.21	Human herpesvirus 1	E	concentration	Enzyme	0.16		-	mg/ml
8317	2.7.1.21	Human herpesvirus 1	B	concentration	Ganciclovir	5.0E-5	0.001	-	M
8317	2.7.1.21	Human herpesvirus 1	kcat	kcat		0.04		-	s^(-1)
8317	2.7.1.21	Human herpesvirus 1	kcatKb	kcat/Km	Ganciclovir	82.0		-	M^(-1)*s^(-1)
8317	2.7.1.21	Human herpesvirus 1	A	concentration	ATP	0.005		-	M
8317	2.7.1.21	Human herpesvirus 1	Kb	Km	Ganciclovir	4.73E-4		-	M
11949	2.7.1.21	Human herpesvirus 1	B	concentration	ATP	0.005		-	M
11949	2.7.1.21	Human herpesvirus 1	E	concentration	Enzyme			-	-
11949	2.7.1.21	Human herpesvirus 1	A	concentration	Thymidine			-	-
11949	2.7.1.21	Human herpesvirus 1	Km	Km	Thymidine	2.0E-7		5E-8	M
11949	2.7.1.21	Human herpesvirus 1	kcat	kcat		0.3		1.4E-2	s^(-1)
11950	2.7.1.21	Human herpesvirus 1	B	concentration	ATP	0.005		-	M
11950	2.7.1.21	Human herpesvirus 1	A	concentration	Thymidine			-	-
11950	2.7.1.21	Human herpesvirus 1	Km	Km	Thymidine	3.6E-7		7E-8	M
11950	2.7.1.21	Human herpesvirus 1	kcat	kcat		0.51		3.9E-2	s^(-1)
11950	2.7.1.21	Human herpesvirus 1	E	concentration	Enzyme			-	-
11951	2.7.1.21	Human herpesvirus 1	E	concentration	Enzyme			-	-
11951	2.7.1.21	Human herpesvirus 1	B	concentration	ATP	0.005		-	M
11951	2.7.1.21	Human herpesvirus 1	kcat	kcat		0.46		8E-2	s^(-1)
11951	2.7.1.21	Human herpesvirus 1	Km	Km	Thymidine	5.1E-7		2.3E-7	M
11951	2.7.1.21	Human herpesvirus 1	A	concentration	Thymidine			-	-
11952	2.7.1.21	Human herpesvirus 1	kcat	kcat		0.006		2E-3	s^(-1)
11952	2.7.1.21	Human herpesvirus 1	A	concentration	Thymidine			-	-
11952	2.7.1.21	Human herpesvirus 1	E	concentration	Enzyme			-	-
11952	2.7.1.21	Human herpesvirus 1	B	concentration	ATP	0.005		-	M
11952	2.7.1.21	Human herpesvirus 1	Km	Km	Thymidine	1.12E-4		2.1E-5	M
11953	2.7.1.21	Human herpesvirus 1	Km	Km	Thymidine	1.83E-4		4.2E-5	M
11953	2.7.1.21	Human herpesvirus 1	A	concentration	Thymidine			-	-
11953	2.7.1.21	Human herpesvirus 1	B	concentration	ATP	0.005		-	M
11953	2.7.1.21	Human herpesvirus 1	E	concentration	Enzyme			-	-
11953	2.7.1.21	Human herpesvirus 1	kcat	kcat		0.04		5E-3	s^(-1)
11954	2.7.1.21	Human herpesvirus 1	E	concentration	Enzyme			-	-
11954	2.7.1.21	Human herpesvirus 1	B	concentration	ATP	0.005		-	M
11954	2.7.1.21	Human herpesvirus 1	Km	Km	Acyclovir	2.0E-4		5E-5	M
11954	2.7.1.21	Human herpesvirus 1	kcat	kcat				-	-
11954	2.7.1.21	Human herpesvirus 1	A	concentration	Acyclovir			-	-
11955	2.7.1.21	Human herpesvirus 1	kcat	kcat				-	-
11955	2.7.1.21	Human herpesvirus 1	A	concentration	Acyclovir			-	-
11955	2.7.1.21	Human herpesvirus 1	B	concentration	ATP	0.005		-	M
11955	2.7.1.21	Human herpesvirus 1	E	concentration	Enzyme			-	-
11955	2.7.1.21	Human herpesvirus 1	Km	Km	Acyclovir	5.1E-4		1E-4	M
11956	2.7.1.21	Human herpesvirus 1	kcat	kcat		0.016		3E-4	s^(-1)
11956	2.7.1.21	Human herpesvirus 1	E	concentration	Enzyme			-	-
11956	2.7.1.21	Human herpesvirus 1	Km	Km	Thymidine	1.23E-5		1.16E-6	M
11956	2.7.1.21	Human herpesvirus 1	B	concentration	ATP	0.005		-	M
11956	2.7.1.21	Human herpesvirus 1	A	concentration	Thymidine			-	-
11957	2.7.1.21	Human herpesvirus 1	B	concentration	ATP	0.005		-	M
11957	2.7.1.21	Human herpesvirus 1	Km	Km	3'-Azido-3'-deoxythymidine	1.7E-5		1.23E-6	M
11957	2.7.1.21	Human herpesvirus 1	kcat	kcat		0.032		4E-3	s^(-1)
11957	2.7.1.21	Human herpesvirus 1	A	concentration	3'-Azido-3'-deoxythymidine			-	-
11957	2.7.1.21	Human herpesvirus 1	E	concentration	Enzyme			-	-
11958	2.7.1.21	Human herpesvirus 1	A	concentration	3'-Azido-3'-deoxythymidine			-	-
11958	2.7.1.21	Human herpesvirus 1	B	concentration	ATP	0.005		-	M
11958	2.7.1.21	Human herpesvirus 1	E	concentration	Enzyme			-	-
11958	2.7.1.21	Human herpesvirus 1	Km	Km	3'-Azido-3'-deoxythymidine	5.2E-6		1.7E-6	M
11958	2.7.1.21	Human herpesvirus 1	kcat	kcat		0.056		1.3E-2	s^(-1)
13363	2.7.1.21	Homo sapiens	Ki	Ki	P1-(Adenosine-5')-P5-(thymidine-5')-pentaphosphate	8.2E-6		-	M
13363	2.7.1.21	Homo sapiens	I	concentration	P1-(Adenosine-5')-P5-(thymidine-5')-pentaphosphate	0.0	3.0E-5	-	M
13363	2.7.1.21	Homo sapiens	Km	Km	Thymidine	1.0E-5		-	M
13363	2.7.1.21	Homo sapiens	B	concentration	Thymidine	5.0E-7	2.0E-5	-	M
13363	2.7.1.21	Homo sapiens	E	specific enz. activity		3.00006E-7		-	katal*l^(-1)
13363	2.7.1.21	Homo sapiens	A	concentration	ATP	0.002		-	M
13364	2.7.1.21	Homo sapiens	Ki	Ki	P1-(Adenosine-5')-P5-(thymidine-5')-pentaphosphate	3.2E-7		-	M
13364	2.7.1.21	Homo sapiens	I	concentration	P1-(Adenosine-5')-P5-(thymidine-5')-pentaphosphate	0.0	1.0E-6	-	M
13364	2.7.1.21	Homo sapiens	E	specific enz. activity		2.50005E-6		-	katal*l^(-1)
13364	2.7.1.21	Homo sapiens	Km	Km	ATP	7.0E-5		-	M
13364	2.7.1.21	Homo sapiens	B	concentration	Thymidine	5.0E-5		-	M
13364	2.7.1.21	Homo sapiens	A	concentration	ATP	5.0E-5	0.001	-	M
13365	2.7.1.21	Homo sapiens	A	concentration	ATP	0.002		-	M
13365	2.7.1.21	Homo sapiens	Ki	Ki	P1-(Adenosine-5')-P5-(thymidine-5')-pentaphosphate	1.4E-6		-	M
13365	2.7.1.21	Homo sapiens	B	concentration	Thymidine	2.5E-5		-	M
13365	2.7.1.21	Homo sapiens	E	specific enz. activity		1.16669E-6		-	katal*l^(-1)
13365	2.7.1.21	Homo sapiens	Km	Km	ATP	1.1E-4		-	M
13365	2.7.1.21	Homo sapiens	I	concentration	P1-(Adenosine-5')-P5-(thymidine-5')-pentaphosphate	0.0	5.0E-7	-	M
13366	2.7.1.21	Homo sapiens	E	specific enz. activity		1.16669E-6		-	katal*l^(-1)
13366	2.7.1.21	Homo sapiens	I	concentration	P1-(Adenosine-5')-P5-(thymidine-5')-pentaphosphate	0.0	5.0E-7	-	M
13366	2.7.1.21	Homo sapiens	Km	Km	Thymidine	2.6E-6		-	M
13366	2.7.1.21	Homo sapiens	A	concentration	ATP	0.002		-	M
13366	2.7.1.21	Homo sapiens	Ki	Ki	P1-(Adenosine-5')-P5-(thymidine-5')-pentaphosphate	5.4E-6		-	M
13367	2.7.1.21	Homo sapiens	IC50	IC50	P1-(Adenosine-5')-P5-(thymidine-5')-pentaphosphate	5.0E-7		-	M
13367	2.7.1.21	Homo sapiens	A	concentration	ATP	2.7E-6		-	M
13367	2.7.1.21	Homo sapiens	E	specific enz. activity		1.16669E-6		-	katal*l^(-1)
13367	2.7.1.21	Homo sapiens	B	concentration	Thymidine	5.5E-8		-	M
13367	2.7.1.21	Homo sapiens	I	concentration	P1-(Adenosine-5')-P5-(thymidine-5')-pentaphosphate	0.0	5.0E-7	-	M
13368	2.7.1.21	Homo sapiens	E	specific enz. activity		1.16669E-6		-	katal*l^(-1)
13368	2.7.1.21	Homo sapiens	IC50	IC50	P1-(Adenosine-5')-P5-(thymidine-5')-pentaphosphate	5.0E-8		-	M
13368	2.7.1.21	Homo sapiens	A	concentration	ATP	7.5E-6		-	M
13368	2.7.1.21	Homo sapiens	I	concentration	P1-(Adenosine-5')-P5-(thymidine-5')-pentaphosphate	0.0	5.0E-7	-	M
13368	2.7.1.21	Homo sapiens	B	concentration	Thymidine	9.0E-8		-	M
13369	2.7.1.21	Homo sapiens	Kd	Kd	P1-(Adenosine-5')-P5-(thymidine-5')-pentaphosphate	2.5E-9		-	M
13370	2.7.1.21	Homo sapiens	Kd	Kd	P1-(Adenosine-5')-P5-(thymidine-5')-triphosphate	1.1E-9		-	M
13371	2.7.1.21	Homo sapiens	Kd	Kd	P1-(Adenosine-5')-P5-(thymidine-5')-tetraphosphate	2.9E-8		-	M
13372	2.7.1.21	Homo sapiens	Kd	Kd	P1-(Adenosine-5')-P5-(thymidine-5')-hexaphosphate	2.7E-9		-	M
13373	2.7.1.21	Homo sapiens	I	concentration	P1-(Adenosine-5')-P5-(thymidine-5')-pentaphosphate	0.0	5.0E-7	-	M
13373	2.7.1.21	Homo sapiens	B	concentration	Thymidine	1.0E-7		-	M
13373	2.7.1.21	Homo sapiens	Ki	Ki	P1-(Adenosine-5')-P5-(thymidine-5')-pentaphosphate	1.2E-7		-	M
13373	2.7.1.21	Homo sapiens	E	specific enz. activity		1.16669E-6		-	katal*l^(-1)
13373	2.7.1.21	Homo sapiens	A	concentration	ATP	7.5E-6		-	M
13374	2.7.1.21	Homo sapiens	B	concentration	Thymidine	1.0E-7		-	M
13374	2.7.1.21	Homo sapiens	E	specific enz. activity		1.16669E-6		-	katal*l^(-1)
13374	2.7.1.21	Homo sapiens	A	concentration	ATP	7.5E-6		-	M
13374	2.7.1.21	Homo sapiens	Ki	Ki	P1-(Adenosine-5')-P5-(thymidine-5')-triphosphate	1.2E-6		-	M
13375	2.7.1.21	Homo sapiens	E	specific enz. activity		1.16669E-6		-	katal*l^(-1)
13375	2.7.1.21	Homo sapiens	A	concentration	ATP	7.5E-6		-	M
13375	2.7.1.21	Homo sapiens	I	concentration	P1-(Adenosine-5')-P5-(thymidine-5')-tetraphosphate	0.0	6.0E-7	-	M
13375	2.7.1.21	Homo sapiens	Ki	Ki	P1-(Adenosine-5')-P5-(thymidine-5')-tetraphosphate	3.1E-7		-	M
13375	2.7.1.21	Homo sapiens	B	concentration	Thymidine	1.0E-7		-	M
13376	2.7.1.21	Homo sapiens	I	concentration	P1-(Adenosine-5')-P5-(thymidine-5')-hexaphosphate	0.0	6.0E-7	-	M
13376	2.7.1.21	Homo sapiens	A	concentration	ATP	7.5E-6		-	M
13376	2.7.1.21	Homo sapiens	B	concentration	Thymidine	1.0E-7		-	M
13376	2.7.1.21	Homo sapiens	Ki	Ki	P1-(Adenosine-5')-P5-(thymidine-5')-hexaphosphate	1.9E-7		-	M
13376	2.7.1.21	Homo sapiens	E	specific enz. activity		1.16669E-6		-	katal*l^(-1)
17863	2.7.1.21	Human herpesvirus 1	A	concentration	Thymidine	0.0	0.002	-	M
17863	2.7.1.21	Human herpesvirus 1	kcat	kcat		0.35		2E-2	s^(-1)
17863	2.7.1.21	Human herpesvirus 1	E	concentration	Enzyme	0.07		-	mg/ml
17863	2.7.1.21	Human herpesvirus 1	Km	Km	Thymidine	2.0E-7		5E-8	M
17863	2.7.1.21	Human herpesvirus 1	B	concentration	ATP	0.005		-	M
17864	2.7.1.21	Human herpesvirus 1	B	concentration	ATP	0.005		-	M
17864	2.7.1.21	Human herpesvirus 1	Km	Km	Thymidine	2.5E-6		5E-7	M
17864	2.7.1.21	Human herpesvirus 1	E	concentration	Enzyme	0.07		-	mg/ml
17864	2.7.1.21	Human herpesvirus 1	A	concentration	Thymidine	0.0	0.001	-	M
17864	2.7.1.21	Human herpesvirus 1	kcat	kcat		0.19		5E-2	s^(-1)
17865	2.7.1.21	Homo sapiens	E	concentration	Enzyme	0.07		-	mg/ml
17865	2.7.1.21	Homo sapiens	Km	Km	Thymidine	4.9E-7		8E-8	M
17865	2.7.1.21	Homo sapiens	kcat	kcat		0.71		1.8E-1	s^(-1)
17865	2.7.1.21	Homo sapiens	A	concentration	Thymidine	0.0	0.002	-	M
17865	2.7.1.21	Homo sapiens	B	concentration	ATP	0.005		-	M
17866	2.7.1.21	Human herpesvirus 1	Ki	Ki	North-Methanocarbathymine	1.14E-5		1.6E-6	M
17866	2.7.1.21	Human herpesvirus 1	E	concentration	Enzyme	0.07		-	mg/ml
17866	2.7.1.21	Human herpesvirus 1	A	concentration	Thymidine	0.002		-	M
17866	2.7.1.21	Human herpesvirus 1	kcat	kcat				-	-
17866	2.7.1.21	Human herpesvirus 1	I	concentration	North-Methanocarbathymine			-	-
17866	2.7.1.21	Human herpesvirus 1	Km	Km	Thymidine	2.0E-7		5E-8	M
17867	2.7.1.21	Human herpesvirus 1	Km	Km	Thymidine	2.5E-6		5E-7	M
17867	2.7.1.21	Human herpesvirus 1	Ki	Ki	North-Methanocarbathymine	5.15E-5		5.1E-6	M
17867	2.7.1.21	Human herpesvirus 1	I	concentration	North-Methanocarbathymine			-	-
17867	2.7.1.21	Human herpesvirus 1	A	concentration	Thymidine	0.002		-	M
17867	2.7.1.21	Human herpesvirus 1	E	concentration	Enzyme	0.07		-	mg/ml
17867	2.7.1.21	Human herpesvirus 1	kcat	kcat				-	-
17868	2.7.1.21	Homo sapiens	A	concentration	Thymidine	0.002		-	M
17868	2.7.1.21	Homo sapiens	E	concentration	Enzyme	0.07		-	mg/ml
17868	2.7.1.21	Homo sapiens	Ki	Ki	North-Methanocarbathymine	0.00157		2E-4	M
17868	2.7.1.21	Homo sapiens	I	concentration	North-Methanocarbathymine			-	-
17868	2.7.1.21	Homo sapiens	Km	Km	Thymidine	4.9E-7		8E-8	M
17868	2.7.1.21	Homo sapiens	kcat	kcat				-	-
18065	2.7.1.21	Homo sapiens	n	Hill coefficient	Thymidine	0.5		-	-
18065	2.7.1.21	Homo sapiens	Km_app	S_half	Thymidine	1.3E-5		3E-6	M
18065	2.7.1.21	Homo sapiens	A	concentration	ATP	0.002		-	M
18065	2.7.1.21	Homo sapiens	Vmax	Vmax		2.146667E-5		1.2E-6	mol*s^(-1)*g^(-1)
18065	2.7.1.21	Homo sapiens	S	concentration	Thymidine	1.0E-6	3.21E-4	-	M
18066	2.7.1.21	Homo sapiens	Vmax	Vmax		9.816667E-6		2.833333E-7	mol*s^(-1)*g^(-1)
18066	2.7.1.21	Homo sapiens	n	Hill coefficient	Thymidine	1.0		-	-
18066	2.7.1.21	Homo sapiens	A	concentration	ATP	0.002		-	M
18066	2.7.1.21	Homo sapiens	Km	Km	Thymidine	5.7E-6		8E-7	M
18066	2.7.1.21	Homo sapiens	S	concentration	Thymidine	1.0E-6	3.21E-4	-	M
18067	2.7.1.21	Homo sapiens	Vmax	Vmax		2.0E-7		8.333333E-9	mol*s^(-1)*g^(-1)
18067	2.7.1.21	Homo sapiens	n	Hill coefficient	Thymidine	0.7		-	-
18067	2.7.1.21	Homo sapiens	A	concentration	ATP	0.002		-	M
18067	2.7.1.21	Homo sapiens	Km_app	S_half	Thymidine	1.8E-5		3E-6	M
18067	2.7.1.21	Homo sapiens	S	concentration	Thymidine	1.0E-6	3.21E-4	-	M
18068	2.7.1.21	Homo sapiens	Km	Km	2'-Deoxycytidine	1.1E-5		1E-6	M
18068	2.7.1.21	Homo sapiens	Vmax	Vmax		1.315E-5		4.666667E-7	mol*s^(-1)*g^(-1)
18068	2.7.1.21	Homo sapiens	A	concentration	ATP	0.002		-	M
18068	2.7.1.21	Homo sapiens	S	concentration	2'-Deoxycytidine	1.0E-6	3.21E-4	-	M
18069	2.7.1.21	Homo sapiens	S	concentration	2'-Deoxycytidine	1.0E-6	3.21E-4	-	M
18069	2.7.1.21	Homo sapiens	Vmax	Vmax		4.616667E-6		1.666667E-7	mol*s^(-1)*g^(-1)
18069	2.7.1.21	Homo sapiens	Km	Km	2'-Deoxycytidine	1.1E-5		1E-6	M
18069	2.7.1.21	Homo sapiens	A	concentration	ATP	0.002		-	M
18070	2.7.1.21	Homo sapiens	A	concentration	ATP	0.002		-	M
18070	2.7.1.21	Homo sapiens	Vmax	Vmax		1.333333E-7		1.666667E-8	mol*s^(-1)*g^(-1)
18070	2.7.1.21	Homo sapiens	S	concentration	2'-Deoxycytidine	1.0E-6	3.21E-4	-	M
18070	2.7.1.21	Homo sapiens	Km	Km	2'-Deoxycytidine	5.68E-4		1.6E-4	M
18071	2.7.1.21	Homo sapiens	S	concentration	ATP	5.0E-6	0.002	-	M
18071	2.7.1.21	Homo sapiens	Vmax	Vmax		1.74E-5		5E-8	mol*s^(-1)*g^(-1)
18071	2.7.1.21	Homo sapiens	n	Hill coefficient	ATP	0.7		-	-
18071	2.7.1.21	Homo sapiens	Km_app	S_half	ATP	2.5E-5		3E-6	M
18071	2.7.1.21	Homo sapiens	A	concentration	Thymidine	1.0E-4		-	M
18072	2.7.1.21	Homo sapiens	A	concentration	Thymidine	1.0E-4		-	M
18072	2.7.1.21	Homo sapiens	n	Hill coefficient	ATP	0.6		-	-
18072	2.7.1.21	Homo sapiens	S	concentration	ATP	5.0E-6	0.002	-	M
18072	2.7.1.21	Homo sapiens	Vmax	Vmax		1.266667E-5		6.666667E-8	mol*s^(-1)*g^(-1)
18072	2.7.1.21	Homo sapiens	Km_app	S_half	ATP	8.0E-5		1.5E-5	M
18073	2.7.1.21	Homo sapiens	A	concentration	Thymidine	1.0E-4		-	M
18073	2.7.1.21	Homo sapiens	n	Hill coefficient	ATP	0.7		-	-
18073	2.7.1.21	Homo sapiens	S	concentration	ATP	5.0E-6	0.002	-	M
18073	2.7.1.21	Homo sapiens	Km_app	S_half	ATP	9.5E-5		1.4E-5	M
18073	2.7.1.21	Homo sapiens	Vmax	Vmax		1.666667E-7		0E0	mol*s^(-1)*g^(-1)
18074	2.7.1.21	Homo sapiens	n	Hill coefficient	ATP	0.6		-	-
18074	2.7.1.21	Homo sapiens	A	concentration	2'-Deoxycytidine	1.0E-4		-	M
18074	2.7.1.21	Homo sapiens	S	concentration	ATP	5.0E-6	0.002	-	M
18074	2.7.1.21	Homo sapiens	Vmax	Vmax		1.193333E-5		6.5E-7	mol*s^(-1)*g^(-1)
18074	2.7.1.21	Homo sapiens	Km_app	S_half	ATP	3.7E-5		9E-6	M
18075	2.7.1.21	Homo sapiens	Vmax	Vmax		5.416667E-6		3E-7	mol*s^(-1)*g^(-1)
18075	2.7.1.21	Homo sapiens	S	concentration	ATP	5.0E-6	0.002	-	M
18075	2.7.1.21	Homo sapiens	A	concentration	2'-Deoxycytidine	1.0E-4		-	M
18075	2.7.1.21	Homo sapiens	Km_app	S_half	ATP	1.62E-4		3.1E-5	M
18075	2.7.1.21	Homo sapiens	n	Hill coefficient	ATP	0.8		-	-
18076	2.7.1.21	Homo sapiens	n	Hill coefficient	ATP	0.7		-	-
18076	2.7.1.21	Homo sapiens	S	concentration	ATP	5.0E-6	0.002	-	M
18076	2.7.1.21	Homo sapiens	Km_app	S_half	ATP	5.9E-5		1.1E-5	M
18076	2.7.1.21	Homo sapiens	A	concentration	2'-Deoxycytidine	1.0E-4		-	M
18076	2.7.1.21	Homo sapiens	Vmax	Vmax		3.333333E-8		1.666667E-9	mol*s^(-1)*g^(-1)
18077	2.7.1.21	Homo sapiens	S	concentration	2'-Deoxycytidine	1.0E-6	3.21E-4	-	M
18077	2.7.1.21	Homo sapiens	A	concentration	ATP	0.002		-	M
