EntryID	ECNumber	Organism	parameter.name	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit
58410	2.7.1.145	Drosophila melanogaster	S	concentration	2'-Deoxycytidine	1.0E-6		-	M
58410	2.7.1.145	Drosophila melanogaster	A	concentration	ATP	0.0025		-	M
58411	2.7.1.145	Drosophila melanogaster	IC50	IC50	2',3'-Didehydro-3'-deoxythymidine	8.05E-4		2.75E-4	M
58411	2.7.1.145	Drosophila melanogaster	A	concentration	ATP	0.0025		-	M
58411	2.7.1.145	Drosophila melanogaster	S	concentration	2'-Deoxycytidine	1.0E-6		-	M
58412	2.7.1.145	Drosophila melanogaster	S	concentration	2'-Deoxycytidine	1.0E-6		-	M
58412	2.7.1.145	Drosophila melanogaster	A	concentration	ATP	0.0025		-	M
58412	2.7.1.145	Drosophila melanogaster	IC50	IC50	1-beta-D-Arabinofuranosyluracil	5.8E-4		4.9E-5	M
58413	2.7.1.145	Drosophila melanogaster	S	concentration	2'-Deoxycytidine	1.0E-6		-	M
58413	2.7.1.145	Drosophila melanogaster	A	concentration	ATP	0.0025		-	M
58413	2.7.1.145	Drosophila melanogaster	IC50	IC50	E-5-(2-Bromovinyl)-1-beta-D-arabinofuranosyluracil	1.58E-5		2.8E-6	M
58414	2.7.1.145	Drosophila melanogaster	A	concentration	ATP	0.0025		-	M
58414	2.7.1.145	Drosophila melanogaster	S	concentration	2'-Deoxycytidine	1.0E-6		-	M
58414	2.7.1.145	Drosophila melanogaster	IC50	IC50	E-5-(2-Bromovinyl)-2'-deoxyuridine	1.94E-6		5.4E-7	M
58415	2.7.1.145	Drosophila melanogaster	IC50	IC50	5-Fluoro-2'-deoxyuridine	2.35E-5		5E-6	M
58415	2.7.1.145	Drosophila melanogaster	S	concentration	2'-Deoxycytidine	1.0E-6		-	M
58415	2.7.1.145	Drosophila melanogaster	A	concentration	ATP	0.0025		-	M
58416	2.7.1.145	Drosophila melanogaster	A	concentration	ATP	0.0025		-	M
58416	2.7.1.145	Drosophila melanogaster	S	concentration	2'-Deoxycytidine	1.0E-6		-	M
58416	2.7.1.145	Drosophila melanogaster	IC50	IC50	1-(2-Deoxy-2-fluoro-beta-D-arabinofuranosyl)-5-iodouracil	1.54E-5		2.6E-6	M
58417	2.7.1.145	Drosophila melanogaster	IC50	IC50	E-5-(2-Bromovinyl)-2'-deoxyuridine	2.57E-6		4.5E-7	M
58417	2.7.1.145	Drosophila melanogaster	A	concentration	ATP	0.0025		-	M
58417	2.7.1.145	Drosophila melanogaster	S	concentration	Deoxythymidine	1.0E-6		-	M
16393	2.7.1.15	Bos taurus	M	concentration	Mg2+	0.001		-	M
16393	2.7.1.15	Bos taurus	Km	Km	D-Ribose	2.2E-5		-	M
16393	2.7.1.15	Bos taurus	Vmax	Vmax		6.444444E-6		-	mol*s^(-1)*g^(-1)
16393	2.7.1.15	Bos taurus	A	concentration	ATP	0.001		-	M
16393	2.7.1.15	Bos taurus	S	concentration	D-Ribose			-	-
16394	2.7.1.15	Bos taurus	Km	Km	2-Deoxy-D-ribose	3.5E-5		-	M
16394	2.7.1.15	Bos taurus	S	concentration	2-Deoxy-D-ribose			-	-
16394	2.7.1.15	Bos taurus	M	concentration	Mg2+	0.001		-	M
16394	2.7.1.15	Bos taurus	Vmax	Vmax		7.722222E-6		-	mol*s^(-1)*g^(-1)
16394	2.7.1.15	Bos taurus	A	concentration	ATP	0.001		-	M
16395	2.7.1.15	Bos taurus	M	concentration	Mg2+	0.001		-	M
16395	2.7.1.15	Bos taurus	S	concentration	ATP			-	-
16395	2.7.1.15	Bos taurus	Km	Km	ATP	4.0E-5		-	M
16395	2.7.1.15	Bos taurus	Vmax	Vmax		6.444444E-6		-	mol*s^(-1)*g^(-1)
16395	2.7.1.15	Bos taurus	A	concentration	D-Ribose	0.001		-	M
66959	2.7.1.15	Homo sapiens	kcat_Km	kcat/Km	D-Ribose	9320.0		-	M^(-1)*s^(-1)
66959	2.7.1.15	Homo sapiens	B	concentration	ATP	0.005		-	M
66959	2.7.1.15	Homo sapiens	Co_2	concentration	Phosphate	0.001		-	M
66959	2.7.1.15	Homo sapiens	Vmax	Vmax				-	-
66959	2.7.1.15	Homo sapiens	A	concentration	D-Ribose	0.0	0.002	-	M
66959	2.7.1.15	Homo sapiens	Ki	Ki	D-Ribose	2.0E-5		-	M
66959	2.7.1.15	Homo sapiens	Km	Km	D-Ribose	0.03043		-	M
66959	2.7.1.15	Homo sapiens	Co_1	concentration	Mg2+	0.002		-	M
66960	2.7.1.15	Homo sapiens	Ki	Ki	D-Ribose	5.0E-5		-	M
66960	2.7.1.15	Homo sapiens	Co_1	concentration	Mg2+	0.002		-	M
66960	2.7.1.15	Homo sapiens	Km	Km	D-Ribose	0.00662		-	M
66960	2.7.1.15	Homo sapiens	A	concentration	D-Ribose	0.0	0.002	-	M
66960	2.7.1.15	Homo sapiens	kcat_Km	kcat/Km	D-Ribose	20850.0		-	M^(-1)*s^(-1)
66960	2.7.1.15	Homo sapiens	Vmax	Vmax				-	-
66960	2.7.1.15	Homo sapiens	Co_2	concentration	Phosphate	0.002		-	M
66960	2.7.1.15	Homo sapiens	B	concentration	ATP	0.005		-	M
66961	2.7.1.15	Homo sapiens	B	concentration	ATP	0.005		-	M
66961	2.7.1.15	Homo sapiens	Km	Km	D-Ribose	0.00339		-	M
66961	2.7.1.15	Homo sapiens	A	concentration	D-Ribose	0.0	0.002	-	M
66961	2.7.1.15	Homo sapiens	Co_1	concentration	Mg2+	0.002		-	M
66961	2.7.1.15	Homo sapiens	kcat_Km	kcat/Km	D-Ribose	31840.0		-	M^(-1)*s^(-1)
66961	2.7.1.15	Homo sapiens	Ki	Ki	D-Ribose	1.3E-4		-	M
66961	2.7.1.15	Homo sapiens	Vmax	Vmax				-	-
66961	2.7.1.15	Homo sapiens	Co_2	concentration	Phosphate	0.005		-	M
66962	2.7.1.15	Homo sapiens	Km	Km	D-Ribose	0.00217		-	M
66962	2.7.1.15	Homo sapiens	B	concentration	ATP	0.005		-	M
66962	2.7.1.15	Homo sapiens	Ki	Ki	D-Ribose	1.7E-4		-	M
66962	2.7.1.15	Homo sapiens	kcat_Km	kcat/Km	D-Ribose	40580.0		-	M^(-1)*s^(-1)
66962	2.7.1.15	Homo sapiens	Co_1	concentration	Mg2+	0.002		-	M
66962	2.7.1.15	Homo sapiens	A	concentration	D-Ribose	0.0	0.002	-	M
66962	2.7.1.15	Homo sapiens	Vmax	Vmax				-	-
66962	2.7.1.15	Homo sapiens	Co_2	concentration	Phosphate	0.01		-	M
66963	2.7.1.15	Homo sapiens	B	concentration	ATP	0.0	0.002	-	M
66963	2.7.1.15	Homo sapiens	Km	Km	ATP	1.0E-4		-	M
66963	2.7.1.15	Homo sapiens	kcat_Km	kcat/Km	ATP	53590.0		-	M^(-1)*s^(-1)
66963	2.7.1.15	Homo sapiens	Ki	Ki	ATP	0.0012		-	M
66963	2.7.1.15	Homo sapiens	A	concentration	D-Ribose	0.002		-	M
66963	2.7.1.15	Homo sapiens	Co_2	concentration	Phosphate	0.001		-	M
66963	2.7.1.15	Homo sapiens	Vmax	Vmax				-	-
66963	2.7.1.15	Homo sapiens	Co_1	concentration	Mg2+	0.002		-	M
66964	2.7.1.15	Homo sapiens	Co_2	concentration	Phosphate	0.002		-	M
66964	2.7.1.15	Homo sapiens	A	concentration	D-Ribose	0.002		-	M
66964	2.7.1.15	Homo sapiens	B	concentration	ATP	0.0	0.002	-	M
66964	2.7.1.15	Homo sapiens	Ki	Ki	ATP	0.0044		-	M
66964	2.7.1.15	Homo sapiens	Vmax	Vmax				-	-
66964	2.7.1.15	Homo sapiens	kcat_Km	kcat/Km	ATP	63910.0		-	M^(-1)*s^(-1)
66964	2.7.1.15	Homo sapiens	Km	Km	ATP	8.0E-5		-	M
66964	2.7.1.15	Homo sapiens	Co_1	concentration	Mg2+	0.002		-	M
66965	2.7.1.15	Homo sapiens	A	concentration	D-Ribose	0.002		-	M
66965	2.7.1.15	Homo sapiens	Km	Km	ATP	7.0E-5		-	M
66965	2.7.1.15	Homo sapiens	kcat_Km	kcat/Km	ATP	66830.0		-	M^(-1)*s^(-1)
66965	2.7.1.15	Homo sapiens	Vmax	Vmax				-	-
66965	2.7.1.15	Homo sapiens	B	concentration	ATP	0.0	0.002	-	M
66965	2.7.1.15	Homo sapiens	Ki	Ki	ATP	0.01891		-	M
66965	2.7.1.15	Homo sapiens	Co_2	concentration	Phosphate	0.005		-	M
66965	2.7.1.15	Homo sapiens	Co_1	concentration	Mg2+	0.002		-	M
66966	2.7.1.15	Homo sapiens	Co_1	concentration	Mg2+	0.002		-	M
66966	2.7.1.15	Homo sapiens	Co_2	concentration	Phosphate	0.01		-	M
66966	2.7.1.15	Homo sapiens	B	concentration	ATP	0.005		-	M
66966	2.7.1.15	Homo sapiens	kcat_Km	kcat/Km	D-Fructose	59.0		-	M^(-1)*s^(-1)
66967	2.7.1.15	Homo sapiens	B	concentration	ATP	0.005		-	M
66967	2.7.1.15	Homo sapiens	Co_2	concentration	Phosphate	0.01		-	M
66967	2.7.1.15	Homo sapiens	kcat_Km	kcat/Km	D-Galactose	80.0		-	M^(-1)*s^(-1)
66967	2.7.1.15	Homo sapiens	Co_1	concentration	Mg2+	0.002		-	M
66968	2.7.1.15	Homo sapiens	Co_2	concentration	Phosphate	0.01		-	M
66968	2.7.1.15	Homo sapiens	kcat_Km	kcat/Km	D-Xylose	150.0		-	M^(-1)*s^(-1)
66968	2.7.1.15	Homo sapiens	B	concentration	ATP	0.005		-	M
66968	2.7.1.15	Homo sapiens	Co_1	concentration	Mg2+	0.002		-	M
66969	2.7.1.15	Homo sapiens	kcat_Km	kcat/Km	D-Arabinose	1770.0		-	M^(-1)*s^(-1)
66969	2.7.1.15	Homo sapiens	Co_1	concentration	Mg2+	0.002		-	M
66969	2.7.1.15	Homo sapiens	B	concentration	ATP	0.005		-	M
66969	2.7.1.15	Homo sapiens	Co_2	concentration	Phosphate	0.01		-	M
29506	2.7.1.191	Streptococcus pyogenes	A	concentration	D-Mannose 6-phosphate	5.0E-8	5.0E-5	-	M
29506	2.7.1.191	Streptococcus pyogenes	Vmax	Vmax		1.383333E-9		-	mol/s
29506	2.7.1.191	Streptococcus pyogenes	Km	Km	D-Mannose 6-phosphate	9.7E-6		-	M
29507	2.7.1.191	Streptococcus pyogenes	A	concentration	D-Mannose 6-phosphate	5.0E-8	5.0E-5	-	M
29507	2.7.1.191	Streptococcus pyogenes	Vmax	Vmax		1.033333E-9		-	mol/s
29507	2.7.1.191	Streptococcus pyogenes	Km	Km	D-Mannose 6-phosphate	1.39E-5		-	M
29508	2.7.1.191	Streptococcus pyogenes	Km	Km	D-Mannose 6-phosphate	8.5E-6		-	M
29508	2.7.1.191	Streptococcus pyogenes	A	concentration	D-Mannose 6-phosphate	5.0E-8	5.0E-5	-	M
29508	2.7.1.191	Streptococcus pyogenes	Vmax	Vmax		1.2E-9		-	mol/s
29509	2.7.1.191	Streptococcus pyogenes	A	concentration	D-Mannose 6-phosphate	5.0E-8	5.0E-5	-	M
29509	2.7.1.191	Streptococcus pyogenes	Km	Km	D-Mannose 6-phosphate	2.63E-5		-	M
29509	2.7.1.191	Streptococcus pyogenes	Vmax	Vmax		6.166667E-10		-	mol/s
29510	2.7.1.191	Streptococcus pyogenes	Vmax	Vmax		1.516667E-9		-	mol/s
29510	2.7.1.191	Streptococcus pyogenes	Km	Km	D-Mannose 6-phosphate	8.4E-6		-	M
29510	2.7.1.191	Streptococcus pyogenes	A	concentration	D-Mannose 6-phosphate	5.0E-8	5.0E-5	-	M
29511	2.7.1.191	Streptococcus pyogenes	A	concentration	D-Mannose 6-phosphate	5.0E-8	5.0E-5	-	M
29511	2.7.1.191	Streptococcus pyogenes	Km	Km	D-Mannose 6-phosphate	1.03E-5		-	M
29511	2.7.1.191	Streptococcus pyogenes	Vmax	Vmax		1.516667E-9		-	mol/s
29512	2.7.1.191	Streptococcus pyogenes	Vmax	Vmax		1.45E-9		-	mol/s
29512	2.7.1.191	Streptococcus pyogenes	Km	Km	D-Mannose 6-phosphate	9.8E-6		-	M
29512	2.7.1.191	Streptococcus pyogenes	A	concentration	D-Mannose 6-phosphate	5.0E-8	5.0E-5	-	M
34014	2.7.1.191	Salmonella typhimurium	B	concentration	Protein N(pi)-phospho-L-histidine	2.5E-5		-	M
34014	2.7.1.191	Salmonella typhimurium	A	concentration	D-Mannose	0.01		-	M
34014	2.7.1.191	Salmonella typhimurium	Km	Km	D-Mannose	4.5E-5		-	M
34023	2.7.1.191	Salmonella typhimurium	Km	Km	D-Mannose	4.0E-5		-	M
60784	2.7.1.197	Escherichia coli	S	concentration	D-Mannitol	2.0E-6	3.6E-4	-	M
60784	2.7.1.197	Escherichia coli	Vmax	Vmax		3.5E-8		-	mol*s^(-1)*g^(-1)
60784	2.7.1.197	Escherichia coli	A	concentration	Protein N(pi)-phospho-L-histidine	1.0E-4		-	M
60784	2.7.1.197	Escherichia coli	Km	Km	D-Mannitol	0.0	1.0E-5	-	M
60784	2.7.1.197	Escherichia coli	B	concentration	Phosphoenolpyruvate	0.01		-	M
60785	2.7.1.197	Escherichia coli	A	concentration	Protein N(pi)-phospho-L-histidine	1.0E-4		-	M
60785	2.7.1.197	Escherichia coli	B	concentration	Phosphoenolpyruvate	0.01		-	M
60785	2.7.1.197	Escherichia coli	S	concentration	D-Mannitol	1.0E-6	0.001	-	M
60785	2.7.1.197	Escherichia coli	Vmax	Vmax		3.616667E-7		-	mol*s^(-1)*g^(-1)
60785	2.7.1.197	Escherichia coli	Km	Km	D-Mannitol	6.6E-5		-	M
15258	2.7.1.199	Enterococcus faecalis	A	concentration	Glucose	0.0014		-	M
15258	2.7.1.199	Enterococcus faecalis	KmB	Km	Protein N-phosphohistidine	3.2E-6		-	M
15258	2.7.1.199	Enterococcus faecalis	B	concentration	Protein N-phosphohistidine	1.77E-5		-	M
15258	2.7.1.199	Enterococcus faecalis	KmA	Km	Glucose	4.0E-5		-	M
15259	2.7.1.199	Enterococcus faecalis	A	concentration	2-Deoxyglucose	0.0014		-	M
15259	2.7.1.199	Enterococcus faecalis	KmA	Km	2-Deoxyglucose	4.0E-5		-	M
15259	2.7.1.199	Enterococcus faecalis	B	concentration	Protein N-phosphohistidine	1.77E-5		-	M
15259	2.7.1.199	Enterococcus faecalis	KmB	Km	Protein N-phosphohistidine	3.2E-6		-	M
15260	2.7.1.199	Enterococcus faecalis	B	concentration	Protein N-phosphohistidine	1.77E-5		-	M
15260	2.7.1.199	Enterococcus faecalis	Ki	Ki	Mannose	1.0E-4		-	M
15260	2.7.1.199	Enterococcus faecalis	A	concentration	Glucose	0.0014		-	M
15261	2.7.1.199	Enterococcus faecalis	B	concentration	Protein N-phosphohistidine	1.77E-5		-	M
15261	2.7.1.199	Enterococcus faecalis	Ki	Ki	5-Thioglucose	6.2E-4		-	M
15261	2.7.1.199	Enterococcus faecalis	A	concentration	Glucose	0.0014		-	M
15262	2.7.1.199	Enterococcus faecalis	B	concentration	Protein N-phosphohistidine	1.77E-5		-	M
15262	2.7.1.199	Enterococcus faecalis	A	concentration	Glucose	0.002		-	M
15262	2.7.1.199	Enterococcus faecalis	Km	Km	Galactose 6-phosphate	1.5E-4		-	M
15262	2.7.1.199	Enterococcus faecalis	C	concentration	Galactose 6-phosphate	1.25E-4	0.004	-	M
19238	2.7.1.199	Lactococcus lactis subsp. lactis	Km	Km	D-Glucose	4.0E-5		-	M
19238	2.7.1.199	Lactococcus lactis subsp. lactis	A	concentration	D-Glucose	0.0	0.01	-	M
19238	2.7.1.199	Lactococcus lactis subsp. lactis	specific activity	specific enz. activity		1.96E-6		-	mol*s^(-1)*g^(-1)
19239	2.7.1.199	Lactococcus lactis subsp. lactis	specific activity	specific enz. activity		7.683333E-7		-	mol*s^(-1)*g^(-1)
19239	2.7.1.199	Lactococcus lactis subsp. lactis	Km	Km	D-Glucose	2.0E-5		-	M
19239	2.7.1.199	Lactococcus lactis subsp. lactis	A	concentration	D-Glucose	0.01		-	M
19240	2.7.1.199	Lactococcus lactis subsp. lactis	A	concentration	D-Glucose	0.01		-	M
19240	2.7.1.199	Lactococcus lactis subsp. lactis	specific activity	specific enz. activity		3.316667E-7		-	mol*s^(-1)*g^(-1)
19241	2.7.1.199	Lactococcus lactis subsp. lactis	specific activity	specific enz. activity		5.833333E-8		-	mol*s^(-1)*g^(-1)
19241	2.7.1.199	Lactococcus lactis subsp. lactis	A	concentration	D-Glucose	0.01		-	M
19242	2.7.1.199	Lactococcus lactis subsp. lactis	specific activity	specific enz. activity		5.666667E-7		-	mol*s^(-1)*g^(-1)
19242	2.7.1.199	Lactococcus lactis subsp. lactis	A	concentration	D-Glucose	0.01		-	M
19243	2.7.1.199	Lactococcus lactis subsp. lactis	specific activity	specific enz. activity		1.316667E-7		-	mol*s^(-1)*g^(-1)
19243	2.7.1.199	Lactococcus lactis subsp. lactis	A	concentration	D-Glucose	0.01		-	M
29498	2.7.1.199	Streptococcus pyogenes	Km	Km	D-Glucose	4.3E-6		-	M
29498	2.7.1.199	Streptococcus pyogenes	A	concentration	D-Glucose	5.0E-8	5.0E-5	-	M
29498	2.7.1.199	Streptococcus pyogenes	Vmax	Vmax		2.183333E-9		-	mol/s
29499	2.7.1.199	Streptococcus pyogenes	Vmax	Vmax		2.266667E-9		-	mol/s
29499	2.7.1.199	Streptococcus pyogenes	Km	Km	D-Glucose	4.1E-6		-	M
29499	2.7.1.199	Streptococcus pyogenes	A	concentration	D-Glucose	5.0E-8	5.0E-5	-	M
29500	2.7.1.199	Streptococcus pyogenes	Vmax	Vmax		2.366667E-9		-	mol/s
29500	2.7.1.199	Streptococcus pyogenes	A	concentration	D-Glucose	5.0E-8	5.0E-5	-	M
29500	2.7.1.199	Streptococcus pyogenes	Km	Km	D-Glucose	5.1E-6		-	M
29501	2.7.1.199	Streptococcus pyogenes	Vmax	Vmax		2.033333E-9		-	mol/s
29501	2.7.1.199	Streptococcus pyogenes	Km	Km	D-Glucose	4.7E-6		-	M
29501	2.7.1.199	Streptococcus pyogenes	A	concentration	D-Glucose	5.0E-8	5.0E-5	-	M
29502	2.7.1.199	Streptococcus pyogenes	Vmax	Vmax		1.966667E-9		-	mol/s
29502	2.7.1.199	Streptococcus pyogenes	Km	Km	D-Glucose	4.8E-6		-	M
29502	2.7.1.199	Streptococcus pyogenes	A	concentration	D-Glucose	5.0E-8	5.0E-5	-	M
29503	2.7.1.199	Streptococcus pyogenes	Km	Km	D-Glucose	5.1E-6		-	M
29503	2.7.1.199	Streptococcus pyogenes	Vmax	Vmax		1.9E-9		-	mol/s
29503	2.7.1.199	Streptococcus pyogenes	A	concentration	D-Glucose	5.0E-8	5.0E-5	-	M
29504	2.7.1.199	Streptococcus pyogenes	A	concentration	D-Glucose	5.0E-8	5.0E-5	-	M
29504	2.7.1.199	Streptococcus pyogenes	Km	Km	D-Glucose	4.8E-6		-	M
29504	2.7.1.199	Streptococcus pyogenes	Vmax	Vmax		2.1E-9		-	mol/s
29505	2.7.1.199	Streptococcus pyogenes	Km	Km	D-Glucose	3.9E-6		-	M
29505	2.7.1.199	Streptococcus pyogenes	A	concentration	D-Glucose	5.0E-8	5.0E-5	-	M
29505	2.7.1.199	Streptococcus pyogenes	Vmax	Vmax		1.916667E-9		-	mol/s
34010	2.7.1.199	Salmonella typhimurium	B	concentration	Protein N(pi)-phospho-L-histidine	2.5E-5		-	M
34010	2.7.1.199	Salmonella typhimurium	Km	Km	2-Deoxyglucose	2.0E-4		-	M
34010	2.7.1.199	Salmonella typhimurium	A	concentration	2-Deoxyglucose	0.01		-	M
34013	2.7.1.199	Salmonella typhimurium	Km	Km	D-Glucose	1.5E-5		-	M
34013	2.7.1.199	Salmonella typhimurium	A	concentration	D-Glucose	0.01		-	M
34013	2.7.1.199	Salmonella typhimurium	B	concentration	Protein N(pi)-phospho-L-histidine	2.5E-5		-	M
34016	2.7.1.199	Salmonella typhimurium	A	concentration	alpha-Methyl-D-glucopyranoside	0.1		-	M
34016	2.7.1.199	Salmonella typhimurium	B	concentration	Protein N(pi)-phospho-L-histidine	2.5E-5		-	M
34016	2.7.1.199	Salmonella typhimurium	Km	Km	alpha-Methyl-D-glucopyranoside	0.025		-	M
34018	2.7.1.199	Salmonella typhimurium	Km	Km	alpha-Methyl-D-glucopyranoside	6.0E-6		-	M
34022	2.7.1.199	Salmonella typhimurium	Km	Km	D-Glucose	1.0E-5		-	M
34024	2.7.1.199	Salmonella typhimurium	Km	Km	2-Deoxyglucose	2.0E-4		-	M
53488	2.7.1.199	Bacillus subtilis	A	concentration	alpha-Methyl-D-glucopyranoside	1.0E-5	2.0E-4	-	M
53488	2.7.1.199	Bacillus subtilis	B	concentration	Protein N(pi)-phospho-L-histidine	0.04	0.1	-	mg/ml
53488	2.7.1.199	Bacillus subtilis	Kma	Km	alpha-Methyl-D-glucopyranoside	3.0E-5	5.0E-4	-	M
53488	2.7.1.199	Bacillus subtilis	Kmb	Km	Protein N(pi)-phospho-L-histidine	1.0E-6		-	M
53488	2.7.1.199	Bacillus subtilis	E	concentration	Enzyme	0.05		-	mg/ml
4333	2.7.1.21	Homo sapiens	S	concentration	Thymidine	0.0	8.0E-6	-	M
4333	2.7.1.21	Homo sapiens	A	concentration	ATP	0.0025		-	M
4333	2.7.1.21	Homo sapiens	n	Hill coefficient	Thymidine	0.8		7E-2	-
4333	2.7.1.21	Homo sapiens	S_h	S_half	Thymidine	2.71E-5		8.5E-6	M
4333	2.7.1.21	Homo sapiens	V	Vmax		1.833333E-4		2.166667E-5	mol*s^(-1)*g^(-1)
4333	2.7.1.21	Homo sapiens	E	concentration	Enzyme	5.0E-6		-	mg/ml
4334	2.7.1.21	Homo sapiens	E	concentration	Enzyme	5.0E-6		-	mg/ml
4334	2.7.1.21	Homo sapiens	S	concentration	Thymidine	0.0	8.0E-6	-	M
4334	2.7.1.21	Homo sapiens	S_h	S_half	Thymidine	1.27E-5		3.2E-6	M
4334	2.7.1.21	Homo sapiens	A	concentration	ATP	0.0025		-	M
4334	2.7.1.21	Homo sapiens	n	Hill coefficient	Thymidine	0.8		6E-2	-
4334	2.7.1.21	Homo sapiens	V	Vmax		1.333333E-4		1.333333E-5	mol*s^(-1)*g^(-1)
4335	2.7.1.21	Homo sapiens	E	concentration	Enzyme	5.0E-6		-	mg/ml
4335	2.7.1.21	Homo sapiens	V	Vmax		1.716667E-4		3E-5	mol*s^(-1)*g^(-1)
4335	2.7.1.21	Homo sapiens	S	concentration	Thymidine	0.0	8.0E-6	-	M
4335	2.7.1.21	Homo sapiens	S_h	S_half	Thymidine	2.94E-5		1.64E-5	M
4335	2.7.1.21	Homo sapiens	A	concentration	ATP	0.0025		-	M
4335	2.7.1.21	Homo sapiens	n	Hill coefficient	Thymidine	0.8		1E-1	-
4336	2.7.1.21	Homo sapiens	V	Vmax		1.4E-4		3.166667E-5	mol*s^(-1)*g^(-1)
4336	2.7.1.21	Homo sapiens	E	concentration	Enzyme	5.0E-6		-	mg/ml
4336	2.7.1.21	Homo sapiens	A	concentration	ATP	0.0025		-	M
4336	2.7.1.21	Homo sapiens	S_h	S_half	Thymidine	4.3E-5		2.8E-5	M
4336	2.7.1.21	Homo sapiens	n	Hill coefficient	Thymidine	0.8		1E-1	-
4336	2.7.1.21	Homo sapiens	S	concentration	Thymidine	0.0	8.0E-6	-	M
4337	2.7.1.21	Homo sapiens	S	concentration	Thymidine	0.0	8.0E-6	-	M
4337	2.7.1.21	Homo sapiens	V	Vmax		6.0E-5		3.333333E-6	mol*s^(-1)*g^(-1)
4337	2.7.1.21	Homo sapiens	S_h	S_half	Thymidine	4.0E-7		1E-7	M
4337	2.7.1.21	Homo sapiens	E	concentration	Enzyme	5.0E-6		-	mg/ml
4337	2.7.1.21	Homo sapiens	n	Hill coefficient	Thymidine	1.9		4E-1	-
4337	2.7.1.21	Homo sapiens	A	concentration	ATP	0.0025		-	M
4338	2.7.1.21	Homo sapiens	A	concentration	ATP	0.0025		-	M
4338	2.7.1.21	Homo sapiens	S	concentration	Thymidine	0.0	8.0E-6	-	M
4338	2.7.1.21	Homo sapiens	S_h	S_half	Thymidine	3.0E-7		2E-7	M
4338	2.7.1.21	Homo sapiens	n	Hill coefficient	Thymidine	1.6		7E-1	-
4338	2.7.1.21	Homo sapiens	V	Vmax		6.166667E-5		3.333333E-6	mol*s^(-1)*g^(-1)
4338	2.7.1.21	Homo sapiens	E	concentration	Enzyme	5.0E-6		-	mg/ml
4339	2.7.1.21	Homo sapiens	E	concentration	Enzyme	5.0E-6		-	mg/ml
4339	2.7.1.21	Homo sapiens	S_h	S_half	Thymidine	7.0E-7		1E-7	M
4339	2.7.1.21	Homo sapiens	A	concentration	ATP	0.0025		-	M
4339	2.7.1.21	Homo sapiens	n	Hill coefficient	Thymidine	1.4		1E-1	-
4339	2.7.1.21	Homo sapiens	S	concentration	Thymidine	0.0	8.0E-6	-	M
4339	2.7.1.21	Homo sapiens	V	Vmax		3.666667E-5		1E-6	mol*s^(-1)*g^(-1)
4340	2.7.1.21	Homo sapiens	V	Vmax		6.833333E-5		1.666667E-6	mol*s^(-1)*g^(-1)
4340	2.7.1.21	Homo sapiens	A	concentration	ATP	0.0025		-	M
4340	2.7.1.21	Homo sapiens	E	concentration	Enzyme	5.0E-6		-	mg/ml
4340	2.7.1.21	Homo sapiens	S_h	S_half	Thymidine	4.0E-7		1E-7	M
4340	2.7.1.21	Homo sapiens	S	concentration	Thymidine	0.0	8.0E-6	-	M
4340	2.7.1.21	Homo sapiens	n	Hill coefficient	Thymidine	1.9		2E-1	-
4341	2.7.1.21	Homo sapiens	S_h	S_half	Thymidine	6.0E-7		8E-8	M
4341	2.7.1.21	Homo sapiens	S	concentration	Thymidine	0.0	8.0E-6	-	M
4341	2.7.1.21	Homo sapiens	A	concentration	ATP	0.0025		-	M
4341	2.7.1.21	Homo sapiens	E	concentration	Enzyme	5.0E-6		-	mg/ml
4341	2.7.1.21	Homo sapiens	n	Hill coefficient	Thymidine	1.5		1E-1	-
4341	2.7.1.21	Homo sapiens	V	Vmax		4.833333E-5		1E-6	mol*s^(-1)*g^(-1)
4342	2.7.1.21	Homo sapiens	n	Hill coefficient	Thymidine	1.5		2E-1	-
4342	2.7.1.21	Homo sapiens	A	concentration	ATP	0.0025		-	M
4342	2.7.1.21	Homo sapiens	S_h	S_half	Thymidine	8.0E-7		1E-7	M
4342	2.7.1.21	Homo sapiens	E	concentration	Enzyme	5.0E-6		-	mg/ml
4342	2.7.1.21	Homo sapiens	S	concentration	Thymidine	0.0	8.0E-6	-	M
4342	2.7.1.21	Homo sapiens	V	Vmax		8.166667E-5		3.333333E-6	mol*s^(-1)*g^(-1)
4343	2.7.1.21	Homo sapiens	n	Hill coefficient	Thymidine	1.2		5E-2	-
4343	2.7.1.21	Homo sapiens	A	concentration	ATP	0.0025		-	M
4343	2.7.1.21	Homo sapiens	V	Vmax		1.566667E-4		3.333333E-6	mol*s^(-1)*g^(-1)
4343	2.7.1.21	Homo sapiens	S_h	S_half	Thymidine	6.0E-7		5E-8	M
4343	2.7.1.21	Homo sapiens	S	concentration	Thymidine	0.0	8.0E-6	-	M
4343	2.7.1.21	Homo sapiens	E	concentration	Enzyme	5.0E-6		-	mg/ml
4344	2.7.1.21	Homo sapiens	V	Vmax		1.1E-4		3.333333E-6	mol*s^(-1)*g^(-1)
4344	2.7.1.21	Homo sapiens	E	concentration	Enzyme	5.0E-6		-	mg/ml
4344	2.7.1.21	Homo sapiens	n	Hill coefficient	Thymidine	1.3		1E-1	-
4344	2.7.1.21	Homo sapiens	A	concentration	ATP	0.0025		-	M
