word,n_ess,n_non,pct_ess,pct_non,enrichment,log_odds
recombinase,16,71,0.18279447046726838,0.2998437434013261,0.6096324318583729,-0.4958589358259706
adaptor,18,81,0.2056437792756769,0.34207525655644244,0.6011653147492287,-0.510059507341964
transporter,512,2299,5.849423054952588,9.709024874361248,0.6024727643245861,-0.5485638485915341
metallo-hydrolase,14,66,0.1599451616588598,0.27872798682376787,0.5738396186242638,-0.5563294594981354
histidine,33,158,0.377013595338741,0.6672579078508383,0.5650192989889905,-0.5736977160209404
transport,18,87,0.2056437792756769,0.36741416444951225,0.5597056378699716,-0.5817526070029961
methyltransferase,46,224,0.5255341025933965,0.9459858946746061,0.5555411613977248,-0.5919636988921919
n-acetyltransferase,29,144,0.3313149777219239,0.6081337894336754,0.5448060664914887,-0.6099692822176346
monooxygenase,9,46,0.10282188963783845,0.1942649605135352,0.5292868532031253,-0.6366830742076361
molybdenum,5,26,0.05712327202102136,0.10980193420330249,0.5202392146868327,-0.6531550179065864
methyl-accepting,27,141,0.3084656689135154,0.5954643354871405,0.5180254307945483,-0.6604577491456682
domain-containing,409,2087,4.672683651319547,8.813716795472782,0.530160403352159,-0.6789774905160706
alcohol,9,48,0.10282188963783845,0.20271126314455848,0.5072332343196618,-0.6793058819862381
dmt,15,81,0.1713698160630641,0.34207525655644244,0.5009710956243574,-0.692627247174201
protease,20,108,0.22849308808408544,0.45610034207525657,0.5009710956243573,-0.6932724335573539
metalloprotease,7,38,0.0799725808294299,0.16047974998944212,0.498334405647387,-0.6966632601034872
p-type,7,38,0.0799725808294299,0.16047974998944212,0.498334405647387,-0.6966632601034872
permease,142,761,1.6223009253970067,3.213818151104354,0.504789272174451,-0.6998935874632952
chemotaxis,35,190,0.39986290414714953,0.8023987499472106,0.49833440564738707,-0.700408198057878
antiporter,9,51,0.10282188963783845,0.21538071709109335,0.4773959852420347,-0.740028459124848
enzyme,16,91,0.18279447046726838,0.3843067697115588,0.4756472819993898,-0.7448128174550792
toxin,12,69,0.13709585285045128,0.29139744077030283,0.47047720284722255,-0.7551680660312643
atpase,33,193,0.377013595338741,0.8150682038937455,0.46255465927596107,-0.7752548363229375
phosphodiesterase,10,59,0.11424654404204272,0.24916592761518647,0.45851591802907277,-0.7806382603068602
fatty,6,37,0.06854792642522564,0.15625659867393046,0.4386882026548427,-0.8240264336544909
efflux,44,273,0.502684793784988,1.1529203091346762,0.4360100084994407,-0.8365345490817946
carbohydrate,9,57,0.10282188963783845,0.24071962498416316,0.4271437762691889,-0.851459210658569
