source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references	curation_effort
COMPLEX:P0CG48_P61081	Q8IWT3	UBC_UBE2M	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q8N2K1	Q8IWT3	RPS27A_UBE2J2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q5VVX9	Q8IWT3	UBA52_UBE2U	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P68036	Q8IWT3	UBB_UBE2L3	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:O14933_P62979	Q8IWT3	RPS27A_UBE2L6	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q712K3	Q8IWT3	UBC_UBE2R2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q96B02	Q8IWT3	UBC_UBE2W	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q8WVN8	Q8IWT3	UBC_UBE2Q2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q96LR5	Q8IWT3	RPS27A_UBE2E2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P60604	Q8IWT3	UBB_UBE2G2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P63146	Q8IWT3	UBC_UBE2B	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q5JXB2	Q8IWT3	UBC_UBE2NL	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P51965_P62987	Q8IWT3	UBA52_UBE2E1	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61086_P62987	Q8IWT3	UBA52_UBE2K	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_P63279	Q8IWT3	RPS27A_UBE2I	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q15819	Q8IWT3	RPS27A_UBE2V2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q5VVX9	Q8IWT3	UBB_UBE2U	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62253_P62987	Q8IWT3	UBA52_UBE2G1	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:O14933_P0CG47	Q8IWT3	UBB_UBE2L6	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P51668	Q8IWT3	UBB_UBE2D1	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q96LR5	Q8IWT3	UBC_UBE2E2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P61077	Q8IWT3	UBC_UBE2D3	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P61088	Q8IWT3	UBC_UBE2N	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P61077	Q8IWT3	UBB_UBE2D3	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P63279	Q8IWT3	UBB_UBE2I	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q15819	Q8IWT3	UBA52_UBE2V2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q7Z7E8	Q8IWT3	UBA52_UBE2Q1	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P49459_P62979	Q8IWT3	RPS27A_UBE2A	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P61086	Q8IWT3	UBB_UBE2K	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61088_P62979	Q8IWT3	RPS27A_UBE2N	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q15819	Q8IWT3	UBC_UBE2V2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q16763	Q8IWT3	UBC_UBE2S	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:O00762_P62987	Q8IWT3	UBA52_UBE2C	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q96B02	Q8IWT3	RPS27A_UBE2W	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_P63279	Q8IWT3	UBA52_UBE2I	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q8WVN8	Q8IWT3	UBA52_UBE2Q2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P60604	Q8IWT3	UBC_UBE2G2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q969T4	Q8IWT3	UBA52_UBE2E3	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q13404	Q8IWT3	RPS27A_UBE2V1	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:A0A1B0GUS4_P62987	Q8IWT3	UBA52_UBE2L5	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q13404	Q8IWT3	UBC_UBE2V1	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q96LR5	Q8IWT3	UBA52_UBE2E2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P49459_P62987	Q8IWT3	UBA52_UBE2A	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:O00762_P0CG47	Q8IWT3	UBB_UBE2C	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P61086	Q8IWT3	UBC_UBE2K	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q9NPD8	Q8IWT3	UBC_UBE2T	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:A0A1B0GUS4_P62979	Q8IWT3	RPS27A_UBE2L5	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q5JXB2	Q8IWT3	RPS27A_UBE2NL	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q9H832	Q8IWT3	UBC_UBE2Z	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q7Z7E8	Q8IWT3	UBB_UBE2Q1	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q8N2K1	Q8IWT3	UBB_UBE2J2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:O14933_P62987	Q8IWT3	UBA52_UBE2L6	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q9Y2X8	Q8IWT3	RPS27A_UBE2D4	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P51668_P62979	Q8IWT3	RPS27A_UBE2D1	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:O14933_P0CG48	Q8IWT3	UBC_UBE2L6	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_P68036	Q8IWT3	UBA52_UBE2L3	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q8N2K1	Q8IWT3	UBA52_UBE2J2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q9NPD8	Q8IWT3	UBA52_UBE2T	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q9Y385	Q8IWT3	RPS27A_UBE2J1	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P51965	Q8IWT3	UBC_UBE2E1	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62256_P62987	Q8IWT3	UBA52_UBE2H	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q8WVN8	Q8IWT3	UBB_UBE2Q2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:A0A1B0GUS4_P0CG48	Q8IWT3	UBC_UBE2L5	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q712K3	Q8IWT3	RPS27A_UBE2R2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62837_P62987	Q8IWT3	UBA52_UBE2D2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q9NPD8	Q8IWT3	UBB_UBE2T	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P63146	Q8IWT3	UBB_UBE2B	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q9NR09	Q8IWT3	BIRC6_UBB	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q9NR09	Q8IWT3	BIRC6_UBA52	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P49459	Q8IWT3	UBC_UBE2A	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P62256	Q8IWT3	UBC_UBE2H	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q9Y2X8	Q8IWT3	UBC_UBE2D4	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q5JXB2	Q8IWT3	UBA52_UBE2NL	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P62253	Q8IWT3	UBC_UBE2G1	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q13404	Q8IWT3	UBA52_UBE2V1	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q9H832	Q8IWT3	UBB_UBE2Z	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:O00762_P0CG48	Q8IWT3	UBC_UBE2C	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q15819	Q8IWT3	UBB_UBE2V2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q16763	Q8IWT3	UBB_UBE2S	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
P63244	P67775	RACK1	PPP2CA	True	True	False	True	True	False	SIGNOR	SIGNOR:24726876	1
Q9UPQ7	O15146	PDZRN3	MUSK	True	False	True	True	False	True	SIGNOR	SIGNOR:17576800	1
Q9UN86	P25963	G3BP2	NFKBIA	True	False	True	True	False	True	NetPath;CancerCellMap;HPRD;SIGNOR	CancerCellMap:10969074;SIGNOR:10969074;HPRD:10969074;NetPath:10969074	4
P49841	Q6R327	GSK3B	RICTOR	True	False	True	True	False	True	iPTMnet;Sparser_ProtMapper;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;HINT;SIGNOR;PhosphoSite_noref	SIGNOR:25897075;HINT:21343617;ProtMapper:21343617;HINT:25897075;ProtMapper:21981278;ProtMapper:25880554;ProtMapper:34250734	7
P42680	P51813	TEC	BMX	True	True	False	True	True	False	HPRD_KEA;iPTMnet;phosphoELM_MIMP;PhosphoPoint;PhosphoSite_ProtMapper;ProtMapper;HPRD_MIMP;PhosphoSite_MIMP;phosphoELM;PhosphoSite_KEA;KEA;MIMP;phosphoELM_KEA;hprd_ProtMapper;SIGNOR_ProtMapper;HPRD;SIGNOR	SIGNOR:12573241;HPRD:12573241;phosphoELM:12573241;KEA:12573241;ProtMapper:12573241	5
P17612	Q9GZX7	PRKACA	AICDA	True	False	False	False	False	False	iPTMnet;PhosphoSite_ProtMapper;ProtMapper;HPRD_MIMP;PhosphoSite;PhosphoSite_MIMP;MIMP;SIGNOR_ProtMapper;SIGNOR	SIGNOR:18417471;PhosphoSite:26355458;PhosphoSite:16387847;PhosphoSite:18417471;ProtMapper:18417471	5
P20809	P40189	IL11	IL6ST	True	True	False	True	True	False	Ramilowski2015_Baccin2019;talklr;CellTalkDB;LRdb;Baccin2019;HPMR_talklr;CellCall;ConnectomeDB2025;HINT;scConnect;connectomeDB2020;EMBRACE;Fantom5_LRdb;iTALK;HPMR_LRdb;SIGNOR;DIP;Ramilowski2015;HPMR;DLRP_talklr;Guide2Pharma;Wang;InnateDB	HPMR:10948192;Baccin2019:10948192;connectomeDB2020:10948192;LRdb:10948192;DIP:8360477;ConnectomeDB2025:10948192;HINT:37985757;InnateDB:9560294;SIGNOR:28232471;HINT:9560294;SIGNOR:9143707;CellTalkDB:10948192	12
P51608	P08581	MECP2	MET	True	False	True	True	False	True	SIGNOR	SIGNOR:24150225	1
P43405	Q02548	SYK	PAX5	True	False	True	True	False	True	SIGNOR	SIGNOR:27181361	1
P17252	O60500	PRKCA	NPHS1	True	True	False	True	True	False	iPTMnet;PhosphoSite_ProtMapper;ProtMapper;PhosphoSite;PhosphoSite_MIMP;MIMP;SIGNOR_ProtMapper;SIGNOR;PhosphoSite_noref	ProtMapper:21321125;PhosphoSite:21321125;SIGNOR:21321125	3
P12931	A1X283	SRC	SH3PXD2B	True	True	False	True	True	False	iPTMnet;PhosphoSite_ProtMapper;ProtMapper;PhosphoSite;PhosphoSite_MIMP;RLIMS-P_ProtMapper;REACH_ProtMapper;MIMP;SIGNOR_ProtMapper;SIGNOR	SIGNOR:20943948;ProtMapper:20943948;PhosphoSite:20943948	3
Q9UNH7	P11717	SNX6	IGF2R	True	False	True	True	False	True	SIGNOR	SIGNOR:32150533	1
Q12851	Q13200	MAP4K2	PSMD2	True	True	False	True	True	False	ProtMapper;PhosphoSite;SIGNOR;PhosphoSite_ProtMapper	PhosphoSite:17323924;PhosphoSite:21044959;SIGNOR:31843888;PhosphoSite:31843888	4
P68400	Q9NYV6	CSNK2A1	RRN3	True	False	True	True	False	True	iPTMnet;phosphoELM_MIMP;PhosphoSite_ProtMapper;ProtMapper;HPRD_MIMP;PhosphoSite;PhosphoSite_MIMP;MIMP;SIGNOR_ProtMapper;SIGNOR;PhosphoSite_noref	SIGNOR:18559419;PhosphoSite:27257073;PhosphoSite:18559419;ProtMapper:18559419	4
P28482	P49585	MAPK1	PCYT1A	True	False	True	True	False	True	ProtMapper;SIGNOR_ProtMapper;SIGNOR;iPTMnet	SIGNOR:15788406;ProtMapper:15788406	2
P05129	P04004	PRKCG	VTN	True	True	False	True	True	False	HPRD_KEA;iPTMnet;PhosphoPoint;ProtMapper;HPRD_MIMP;PhosphoSite_MIMP;KEA;MIMP;hprd_ProtMapper;SIGNOR_ProtMapper;HPRD;SIGNOR	HPRD:9030777;SIGNOR:9030777;ProtMapper:9030777;KEA:9030777	4
P24941	P38398	CDK2	BRCA1	True	True	False	True	True	False	PhosphoSite_ProtMapper;ProtMapper;HPRD_MIMP;SPIKE_LC;HPRD;HPRD_KEA;phosphoELM_MIMP;Sparser_ProtMapper;Wang;PhosphoSite_MIMP;HPRD-phos;phosphoELM;KEA;MIMP;hprd_ProtMapper;HINT;iPTMnet;PhosphoPoint;BEL-Large-Corpus_ProtMapper;Kinexus_KEA;REACH_ProtMapper;PhosphoSite_KEA;phosphoELM_KEA;SIGNOR_ProtMapper;SIGNOR;BioGRID	phosphoELM:10373534;BioGRID:8764100;HINT:9244350;ProtMapper:19683496;ProtMapper:26719576;HPRD-phos:10373534;KEA:10373534;SIGNOR:19683496;ProtMapper:32669350;SPIKE_LC:16713569;HINT:31270457;HPRD:10373534;SIGNOR:10550055;ProtMapper:15212693;KEA:10550055;HINT:8764100;HINT:10373534;ProtMapper:10373534;ProtMapper:10550055	19
P06493	Q03060	CDK1	CREM	True	False	True	True	False	True	HPRD_KEA;iPTMnet;PhosphoPoint;PhosphoSite_ProtMapper;ProtMapper;HPRD_MIMP;PhosphoSite_MIMP;HPRD-phos;phosphoELM_KEA;KEA;MIMP;hprd_ProtMapper;HPRD;SIGNOR;PhosphoSite_noref	iPTMnet:8404858;HPRD:8404858;KEA:8114763;HPRD-phos:8404858;SIGNOR:11466319;ProtMapper:8404858;KEA:8404858;SIGNOR:21767532	8
COMPLEX:O60941_P11532_P24043_P29475_P56539_Q13326_Q13424_Q13425_Q13884_Q14118_Q16585_Q16586_Q92629_Q9NSN8_Q9NY99_Q9Y4J8	COMPLEX:P18505_P18507_P47869	CAV3_DAG1_DMD_DTNA_DTNB_LAMA2_NOS1_SGCA_SGCB_SGCD_SGCG_SNTA1_SNTB1_SNTB2_SNTG1_SNTG2	GABRA2_GABRB1_GABRG2	True	True	False	True	True	False	SIGNOR	SIGNOR:22626542	1
P46527	COMPLEX:O96020_P24941	CDKN1B	CCNE2_CDK2	True	False	True	True	False	True	KEGG-MEDICUS;SIGNOR	SIGNOR:17409098	1
P51668	O60291	UBE2D1	MGRN1	True	True	False	True	True	False	SPIKE_LC;HINT;Lit-BM-17;SIGNOR	Lit-BM-17:19549727;SIGNOR:17229889;SPIKE_LC:19549727;HINT:17229889;Lit-BM-17:17229889	5
Q8N5Z5	COMPLEX:P62877_P63208_Q13618	KCTD17	CUL3_RBX1_SKP1	True	True	False	True	True	False	SIGNOR	SIGNOR:25270598	1
P06493	P52732	CDK1	KIF11	True	True	False	True	True	False	PhosphoSite_ProtMapper;ProtMapper;HPRD_MIMP;HPRD;HPRD_KEA;phosphoELM_MIMP;Sparser_ProtMapper;PhosphoSite;PhosphoSite_MIMP;HPRD-phos;phosphoELM;KEA;MIMP;hprd_ProtMapper;iPTMnet;PhosphoPoint;RLIMS-P_ProtMapper;REACH_ProtMapper;PhosphoSite_KEA;phosphoELM_KEA;SIGNOR_ProtMapper;SIGNOR;dbPTM	ProtMapper:8548803;dbPTM:8548803;ProtMapper:19007248;ProtMapper:20068230;dbPTM:19007248;HPRD-phos:19413330;PhosphoSite:16455663;HPRD-phos:20068230;ProtMapper:9235942;HPRD-phos:9235942;ProtMapper:19413330;HPRD-phos:8548803;KEA:16565220;HPRD-phos:20068231;HPRD-phos:19664994;ProtMapper:27492783;phosphoELM:8548803;phosphoELM:9235942;HPRD:8548803;KEA:8548803;ProtMapper:33397492;ProtMapper:19001501;SIGNOR:9235942;HPRD-phos:19691289;dbPTM:19690332;PhosphoSite:21522128;ProtMapper:20068231;HPRD-phos:16565220;ProtMapper:16565220;dbPTM:19001501;ProtMapper:33280275;dbPTM:19413330;KEA:9235942;ProtMapper:32752229;HPRD-phos:19007248;ProtMapper:19664994;ProtMapper:28487562;ProtMapper:19691289;SIGNOR:19001501;dbPTM:16565220;HPRD:9235942;PhosphoSite:25660025;PhosphoSite:8548803;ProtMapper:26615533	44
Q9UQM7	O95997	CAMK2A	PTTG1	True	False	True	True	False	True	PhosphoSite_ProtMapper;ProtMapper;PhosphoSite;SIGNOR;PhosphoSite_noref	SIGNOR:24781523;PhosphoSite:24781523	2
P62714	O14757	PPP2CB	CHEK1	True	False	True	True	False	True	ProtMapper;SIGNOR_ProtMapper;DEPOD;SIGNOR	DEPOD:17015476;ProtMapper:17015476;SIGNOR:17015476	3
Q9UJ99	P35222	CDH22	CTNNB1	True	True	False	True	True	False	SIGNOR	SIGNOR:21255999	1
O14757	Q8NG66	CHEK1	NEK11	True	True	False	True	True	False	iPTMnet;PhosphoSite_ProtMapper;ProtMapper;dbPTM;PhosphoSite_MIMP;REACH_ProtMapper;MIMP;SIGNOR_ProtMapper;SIGNOR;PhosphoSite_noref	dbPTM:19734889;ProtMapper:19734889;dbPTM:20090422;SIGNOR:19734889;ProtMapper:22655267	5
COMPLEX:P62979_Q9NR09	Q6ZTA4	BIRC6_RPS27A	TRIM67	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
P53041	Q9UPZ9	PPP5C	CILK1	True	False	True	True	False	True	SIGNOR_ProtMapper;ProtMapper;Kinexus_KEA;KEA;DEPOD;SIGNOR	SIGNOR:16954377;ProtMapper:16954377;DEPOD:16954377;KEA:16954377	4
P63244	Q9P126	RACK1	CLEC1B	True	False	True	True	False	True	SIGNOR	SIGNOR:19785988	1
COMPLEX:O60271_Q4KMG0	Q16539	CDON_SPAG9	MAPK14	True	True	False	True	True	False	SIGNOR	SIGNOR:17074887	1
Q15139	A6ND36	PRKD1	FAM83G	True	True	False	True	True	False	PhosphoSite_ProtMapper;ProtMapper;SIGNOR_ProtMapper;SIGNOR;PhosphoSite_noref	SIGNOR:32570757;ProtMapper:32570757	2
P62714	P11233	PPP2CB	RALA	True	False	True	True	False	True	ProtMapper;SIGNOR_ProtMapper;SIGNOR	SIGNOR:17540176;ProtMapper:17540176	2
Q13144	COMPLEX:CHEBI:15996_CHEBI:16635_P05198_P20042_P41091	EIF2B5	CHEBI:15996_CHEBI:16635_EIF2S1_EIF2S2_EIF2S3	True	True	False	True	True	False	SIGNOR	SIGNOR:15054402	1
P45983	P31749	MAPK8	AKT1	True	True	False	True	True	False	ProtMapper;SIGNOR_ProtMapper;SIGNOR	ProtMapper:16306447;SIGNOR:16306447	2
Q9Y6M4	P07948	CSNK1G3	LYN	True	True	False	True	True	False	ProtMapper;SIGNOR;PhosphoSite_ProtMapper	SIGNOR:33004926	1
Q14493	P0C5Y9	SLBP	H2AB1	True	True	False	True	True	False	SIGNOR	SIGNOR:19155325	1
P16591	P16284	FER	PECAM1	True	True	False	True	True	False	iPTMnet;Sparser_ProtMapper;ProtMapper;dbPTM;KEA;phosphoELM_KEA;SIGNOR_ProtMapper;SIGNOR	dbPTM:15592455;dbPTM:18088087;ProtMapper:12972546;dbPTM:19342684;SIGNOR:12972546;ProtMapper:33117780;dbPTM:18083107;KEA:9624175;KEA:16731527;dbPTM:9298995;dbPTM:19690332	11
Q7Z570	P52630	ZNF804A	STAT2	True	True	False	True	True	False	SIGNOR	SIGNOR:34364876	1
P23470	Q14247	PTPRG	CTTN	True	False	True	True	False	True	ProtMapper;SIGNOR_ProtMapper;SIGNOR	ProtMapper:25624455;SIGNOR:25624455	2
COMPLEX:P06493_P14635	Q92574	CCNB1_CDK1	TSC1	True	False	True	True	False	True	SIGNOR	SIGNOR:14551205	1
P53778	Q86X55	MAPK12	CARM1	True	False	True	True	False	True	ProtMapper;SIGNOR_ProtMapper;SIGNOR	SIGNOR:29681515;ProtMapper:29681515	2
Q9BVN2	Q9Y6K9	RUSC1	IKBKG	True	True	False	True	True	False	InnateDB;SIGNOR	SIGNOR:19365808;InnateDB:19365808	2
Q9Y2T1	COMPLEX:O15169_P25054_P49841	AXIN2	APC_AXIN1_GSK3B	True	True	False	True	True	False	SIGNOR	SIGNOR:10911903	1
O95835	Q14872	LATS1	MTF1	True	False	True	True	False	True	SIGNOR	SIGNOR:35027733	1
P30411	P50148	BDKRB2	GNAQ	True	True	False	True	True	False	HINT;SIGNOR;Wang	SIGNOR:31160049;HINT:35132089	2
COMPLEX:P0CG47_P61081	Q6ZTA4	UBB_UBE2M	TRIM67	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q96B02	Q6ZTA4	UBA52_UBE2W	TRIM67	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61081_P62979	Q6ZTA4	RPS27A_UBE2M	TRIM67	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q7Z7E8	Q6ZTA4	UBC_UBE2Q1	TRIM67	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P49459	Q6ZTA4	UBB_UBE2A	TRIM67	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P62253	Q6ZTA4	UBB_UBE2G1	TRIM67	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q16763	Q6ZTA4	RPS27A_UBE2S	TRIM67	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q9Y385	Q6ZTA4	UBC_UBE2J1	TRIM67	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q96LR5	Q6ZTA4	UBB_UBE2E2	TRIM67	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q9Y385	Q6ZTA4	UBA52_UBE2J1	TRIM67	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q969T4	Q6ZTA4	UBC_UBE2E3	TRIM67	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q5VVX9	Q6ZTA4	RPS27A_UBE2U	TRIM67	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P60604_P62979	Q6ZTA4	RPS27A_UBE2G2	TRIM67	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61077_P62987	Q6ZTA4	UBA52_UBE2D3	TRIM67	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P63279	Q6ZTA4	UBC_UBE2I	TRIM67	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P51668_P62987	Q6ZTA4	UBA52_UBE2D1	TRIM67	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q8WVN8	Q6ZTA4	RPS27A_UBE2Q2	TRIM67	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q9Y2X8	Q6ZTA4	UBA52_UBE2D4	TRIM67	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P51965	Q6ZTA4	UBB_UBE2E1	TRIM67	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q9Y2X8	Q6ZTA4	UBB_UBE2D4	TRIM67	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q9NPD8	Q6ZTA4	RPS27A_UBE2T	TRIM67	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_P63146	Q6ZTA4	UBA52_UBE2B	TRIM67	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62837_P62979	Q6ZTA4	RPS27A_UBE2D2	TRIM67	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
