source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references	curation_effort
COMPLEX:P62979_Q9Y385	Q96AX9	RPS27A_UBE2J1	MIB2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P51965	Q96AX9	UBC_UBE2E1	MIB2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62256_P62987	Q96AX9	UBA52_UBE2H	MIB2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q8WVN8	Q96AX9	UBB_UBE2Q2	MIB2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:A0A1B0GUS4_P0CG48	Q96AX9	UBC_UBE2L5	MIB2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q712K3	Q96AX9	RPS27A_UBE2R2	MIB2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62837_P62987	Q96AX9	UBA52_UBE2D2	MIB2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q9NPD8	Q96AX9	UBB_UBE2T	MIB2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P63146	Q96AX9	UBB_UBE2B	MIB2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q9NR09	Q96AX9	BIRC6_UBB	MIB2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q9NR09	Q96AX9	BIRC6_UBA52	MIB2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P49459	Q96AX9	UBC_UBE2A	MIB2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P62256	Q96AX9	UBC_UBE2H	MIB2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q9Y2X8	Q96AX9	UBC_UBE2D4	MIB2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q5JXB2	Q96AX9	UBA52_UBE2NL	MIB2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P62253	Q96AX9	UBC_UBE2G1	MIB2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q13404	Q96AX9	UBA52_UBE2V1	MIB2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q9H832	Q96AX9	UBB_UBE2Z	MIB2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:O00762_P0CG48	Q96AX9	UBC_UBE2C	MIB2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q15819	Q96AX9	UBB_UBE2V2	MIB2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q16763	Q96AX9	UBB_UBE2S	MIB2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
P12931	Q13322	SRC	GRB10	True	True	True	True	False	True	PhosphoSite_ProtMapper;ProtMapper;HPRD_MIMP;HPRD;HPRD_KEA;phosphoELM_MIMP;PhosphoSite;PhosphoSite_MIMP;phosphoELM;KEA;MIMP;hprd_ProtMapper;HINT;iPTMnet;PhosphoPoint;PhosphoSite_KEA;phosphoELM_KEA;SIGNOR_ProtMapper;SIGNOR;Wang	phosphoELM:10871840;HINT:33961781;KEA:10871840;PhosphoSite:10871840;HPRD:10871840;HINT:10871840;SIGNOR:10871840;ProtMapper:10871840	8
Q9UQQ2	O60674	SH2B3	JAK2	True	False	True	True	False	True	SIGNOR;Wang	SIGNOR:18618018	1
P48730	Q00535	CSNK1D	CDK5	True	True	False	True	True	False	HPRD_KEA;iPTMnet;phosphoELM_MIMP;PhosphoPoint;ProtMapper;HPRD_MIMP;PhosphoSite_MIMP;PhosphoSite_KEA;KEA;MIMP;Wang;hprd_ProtMapper;SIGNOR_ProtMapper;HPRD;SIGNOR	ProtMapper:10500146;SIGNOR:10500146;HPRD:10500146;KEA:10500146	4
Q13387	Q9UQF2	MAPK8IP2	MAPK8IP1	True	True	False	True	True	False	HINT;HPRD;SIGNOR	HINT:10490659;HINT:33961781;SIGNOR:10490659;HPRD:10490659;HPRD:10629060	5
Q05901	P25054	CHRNB3	APC	True	True	False	True	True	False	SIGNOR	SIGNOR:14502292	1
COMPLEX:P20248_Q07002	P41181	CCNA2_CDK18	AQP2	True	False	True	True	False	True	SIGNOR	SIGNOR:32164329	1
COMPLEX:P0CG47_P61081	O95714	UBB_UBE2M	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q9NR09	O95714	BIRC6_RPS27A	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q96B02	O95714	UBA52_UBE2W	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61081_P62979	O95714	RPS27A_UBE2M	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q7Z7E8	O95714	UBC_UBE2Q1	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P49459	O95714	UBB_UBE2A	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P62253	O95714	UBB_UBE2G1	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q16763	O95714	RPS27A_UBE2S	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q9Y385	O95714	UBC_UBE2J1	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q96LR5	O95714	UBB_UBE2E2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q9Y385	O95714	UBA52_UBE2J1	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q969T4	O95714	UBC_UBE2E3	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q5VVX9	O95714	RPS27A_UBE2U	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P60604_P62979	O95714	RPS27A_UBE2G2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61077_P62987	O95714	UBA52_UBE2D3	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P63279	O95714	UBC_UBE2I	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P51668_P62987	O95714	UBA52_UBE2D1	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q8WVN8	O95714	RPS27A_UBE2Q2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q9Y2X8	O95714	UBA52_UBE2D4	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P51965	O95714	UBB_UBE2E1	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q9Y2X8	O95714	UBB_UBE2D4	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q9NPD8	O95714	RPS27A_UBE2T	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_P63146	O95714	UBA52_UBE2B	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62837_P62979	O95714	RPS27A_UBE2D2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q969T4	O95714	UBB_UBE2E3	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62253_P62979	O95714	RPS27A_UBE2G1	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62256_P62979	O95714	RPS27A_UBE2H	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61077_P62979	O95714	RPS27A_UBE2D3	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P51965_P62979	O95714	RPS27A_UBE2E1	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P62837	O95714	UBC_UBE2D2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q8N2K1	O95714	UBC_UBE2J2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q9H832	O95714	UBA52_UBE2Z	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P68036	O95714	UBC_UBE2L3	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_P68036	O95714	RPS27A_UBE2L3	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61086_P62979	O95714	RPS27A_UBE2K	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P60604_P62987	O95714	UBA52_UBE2G2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:A0A1B0GUS4_P0CG47	O95714	UBB_UBE2L5	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q712K3	O95714	UBA52_UBE2R2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P62256	O95714	UBB_UBE2H	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P61088	O95714	UBB_UBE2N	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61081_P62987	O95714	UBA52_UBE2M	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q9H832	O95714	RPS27A_UBE2Z	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q7Z7E8	O95714	RPS27A_UBE2Q1	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P62837	O95714	UBB_UBE2D2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q969T4	O95714	RPS27A_UBE2E3	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q13404	O95714	UBB_UBE2V1	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q712K3	O95714	UBB_UBE2R2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q5VVX9	O95714	UBC_UBE2U	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q9NR09	O95714	BIRC6_UBC	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:O00762_P62979	O95714	RPS27A_UBE2C	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61088_P62987	O95714	UBA52_UBE2N	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P51668	O95714	UBC_UBE2D1	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q96B02	O95714	UBB_UBE2W	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_P63146	O95714	RPS27A_UBE2B	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q16763	O95714	UBA52_UBE2S	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q9Y385	O95714	UBB_UBE2J1	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q5JXB2	O95714	UBB_UBE2NL	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P61081	O95714	UBC_UBE2M	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q8N2K1	O95714	RPS27A_UBE2J2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q5VVX9	O95714	UBA52_UBE2U	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P68036	O95714	UBB_UBE2L3	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:O14933_P62979	O95714	RPS27A_UBE2L6	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q712K3	O95714	UBC_UBE2R2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q96B02	O95714	UBC_UBE2W	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q8WVN8	O95714	UBC_UBE2Q2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q96LR5	O95714	RPS27A_UBE2E2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P60604	O95714	UBB_UBE2G2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P63146	O95714	UBC_UBE2B	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q5JXB2	O95714	UBC_UBE2NL	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P51965_P62987	O95714	UBA52_UBE2E1	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61086_P62987	O95714	UBA52_UBE2K	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_P63279	O95714	RPS27A_UBE2I	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q15819	O95714	RPS27A_UBE2V2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q5VVX9	O95714	UBB_UBE2U	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62253_P62987	O95714	UBA52_UBE2G1	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:O14933_P0CG47	O95714	UBB_UBE2L6	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P51668	O95714	UBB_UBE2D1	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q96LR5	O95714	UBC_UBE2E2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P61077	O95714	UBC_UBE2D3	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P61088	O95714	UBC_UBE2N	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P61077	O95714	UBB_UBE2D3	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P63279	O95714	UBB_UBE2I	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q15819	O95714	UBA52_UBE2V2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q7Z7E8	O95714	UBA52_UBE2Q1	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P49459_P62979	O95714	RPS27A_UBE2A	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P61086	O95714	UBB_UBE2K	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61088_P62979	O95714	RPS27A_UBE2N	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q15819	O95714	UBC_UBE2V2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q16763	O95714	UBC_UBE2S	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:O00762_P62987	O95714	UBA52_UBE2C	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q96B02	O95714	RPS27A_UBE2W	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_P63279	O95714	UBA52_UBE2I	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q8WVN8	O95714	UBA52_UBE2Q2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P60604	O95714	UBC_UBE2G2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q969T4	O95714	UBA52_UBE2E3	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q13404	O95714	RPS27A_UBE2V1	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:A0A1B0GUS4_P62987	O95714	UBA52_UBE2L5	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q13404	O95714	UBC_UBE2V1	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q96LR5	O95714	UBA52_UBE2E2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P49459_P62987	O95714	UBA52_UBE2A	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:O00762_P0CG47	O95714	UBB_UBE2C	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P61086	O95714	UBC_UBE2K	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q9NPD8	O95714	UBC_UBE2T	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:A0A1B0GUS4_P62979	O95714	RPS27A_UBE2L5	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q5JXB2	O95714	RPS27A_UBE2NL	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q9H832	O95714	UBC_UBE2Z	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q7Z7E8	O95714	UBB_UBE2Q1	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q8N2K1	O95714	UBB_UBE2J2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:O14933_P62987	O95714	UBA52_UBE2L6	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q9Y2X8	O95714	RPS27A_UBE2D4	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P51668_P62979	O95714	RPS27A_UBE2D1	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:O14933_P0CG48	O95714	UBC_UBE2L6	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_P68036	O95714	UBA52_UBE2L3	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q8N2K1	O95714	UBA52_UBE2J2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q9NPD8	O95714	UBA52_UBE2T	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q9Y385	O95714	RPS27A_UBE2J1	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P51965	O95714	UBC_UBE2E1	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62256_P62987	O95714	UBA52_UBE2H	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q8WVN8	O95714	UBB_UBE2Q2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:A0A1B0GUS4_P0CG48	O95714	UBC_UBE2L5	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q712K3	O95714	RPS27A_UBE2R2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62837_P62987	O95714	UBA52_UBE2D2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q9NPD8	O95714	UBB_UBE2T	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P63146	O95714	UBB_UBE2B	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q9NR09	O95714	BIRC6_UBB	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q9NR09	O95714	BIRC6_UBA52	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P49459	O95714	UBC_UBE2A	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P62256	O95714	UBC_UBE2H	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q9Y2X8	O95714	UBC_UBE2D4	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q5JXB2	O95714	UBA52_UBE2NL	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P62253	O95714	UBC_UBE2G1	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q13404	O95714	UBA52_UBE2V1	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q9H832	O95714	UBB_UBE2Z	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:O00762_P0CG48	O95714	UBC_UBE2C	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q15819	O95714	UBB_UBE2V2	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q16763	O95714	UBB_UBE2S	HERC2	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
P27361	Q12929	MAPK3	EPS8	True	False	True	True	False	True	ProtMapper;SIGNOR_ProtMapper;SIGNOR;iPTMnet	ProtMapper:19564905;SIGNOR:19564905	2
P27361	COMPLEX:P42345_Q8N122_Q8TB45_Q96B36_Q9BVC4	MAPK3	AKT1S1_DEPTOR_MLST8_MTOR_RPTOR	True	True	False	True	True	False	SIGNOR	SIGNOR:19346248;SIGNOR:21071439;SIGNOR:19143636;SIGNOR:21757713;SIGNOR:19864431	5
P36894	O15198	BMPR1A	SMAD9	True	True	False	True	True	False	ProtMapper;BEL-Large-Corpus_ProtMapper;SIGNOR;Wang	ProtMapper:11792802;SIGNOR:19620713	2
Q9P1Y6	P09874	PHRF1	PARP1	True	False	True	True	False	True	SIGNOR	SIGNOR:25855964	1
P41968	Q03113	MC3R	GNA12	True	True	False	True	True	False	SIGNOR	SIGNOR:31160049	1
P56278	P31749	MTCP1	AKT1	True	True	False	True	True	False	SPIKE_LC;HPRD;SIGNOR	HPRD:11707444;SIGNOR:10983986;SPIKE_LC:16189514	3
P46663	O95467	BDKRB1	GNAS	True	True	False	True	True	False	SIGNOR	SIGNOR:31160049	1
P46663	Q5JWF2	BDKRB1	GNAS	True	True	False	True	True	False	SIGNOR	SIGNOR:31160049	1
P46663	P84996	BDKRB1	GNAS	True	True	False	True	True	False	SIGNOR	SIGNOR:31160049	1
P46663	P63092	BDKRB1	GNAS	True	True	False	True	True	False	SIGNOR	SIGNOR:31160049	1
P17612	O60240	PRKACA	PLIN1	True	True	True	True	False	True	HPRD_KEA;iPTMnet;PhosphoPoint;ProtMapper;HPRD_MIMP;PhosphoSite_MIMP;Reactome_ProtMapper;PhosphoSite_KEA;KEA;MIMP;hprd_ProtMapper;SIGNOR_ProtMapper;HPRD;SIGNOR	HPRD:11751901;ProtMapper:11751901;KEA:11751901;SIGNOR:11751901	4
Q96QT6	Q04727	PHF12	TLE4	True	True	False	True	True	False	SIGNOR	SIGNOR:11390640	1
COMPLEX:P0CG47_Q96LR5	Q9NQ86	UBB_UBE2E2	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
O00124	P55072	UBXN8	VCP	True	False	True	True	False	True	HINT;Lit-BM-17;IntAct;SIGNOR	HINT:29997244;HINT:18775313;HINT:25078495;SIGNOR:21949850;Lit-BM-17:21949850;Lit-BM-17:18775313;IntAct:29997244;Lit-BM-17:25078495;Lit-BM-17:26389662;HINT:35271311;HINT:21949850	11
O95278	Q9UQK1	EPM2A	PPP1R3C	True	True	False	True	True	False	HINT;Lit-BM-17;SIGNOR	HINT:26493215;HINT:30041081;Lit-BM-17:26493215;Lit-BM-17:14532330;SIGNOR:19171932;HINT:14532330	6
B3EWF7	Q9UQK1	EPM2A	PPP1R3C	True	True	False	True	True	False	HINT;Lit-BM-17;SIGNOR	HINT:26493215;HINT:30041081;Lit-BM-17:26493215;Lit-BM-17:14532330;SIGNOR:19171932;HINT:14532330	6
P27361	Q15303	MAPK3	ERBB4	True	False	True	True	False	True	ProtMapper;PhosphoSite_noref;SIGNOR;PhosphoSite_ProtMapper	SIGNOR:31053301	1
COMPLEX:P00736_P02745_P02746_P02747_P09871	P06681	C1QA_C1QB_C1QC_C1R_C1S	C2	True	True	False	True	True	False	SIGNOR	SIGNOR:31331124	1
